class(r1,Y)	+class(r1,department)	-class(r1,course)	-class(r1,faculty)	-class(r1,person)	-class(r1,researchproject)	-class(r1,staff)	-class(r1,student)
class(r792,Y)	+class(r792,faculty)	+class(r792,person)	-class(r792,course)	-class(r792,department)	-class(r792,researchproject)	-class(r792,staff)	-class(r792,student)
class(r793,Y)	+class(r793,faculty)	+class(r793,person)	-class(r793,course)	-class(r793,department)	-class(r793,researchproject)	-class(r793,staff)	-class(r793,student)
class(r794,Y)	+class(r794,faculty)	+class(r794,person)	-class(r794,course)	-class(r794,department)	-class(r794,researchproject)	-class(r794,staff)	-class(r794,student)
class(r795,Y)	+class(r795,faculty)	+class(r795,person)	-class(r795,course)	-class(r795,department)	-class(r795,researchproject)	-class(r795,staff)	-class(r795,student)
class(r796,Y)	+class(r796,faculty)	+class(r796,person)	-class(r796,course)	-class(r796,department)	-class(r796,researchproject)	-class(r796,staff)	-class(r796,student)
class(r797,Y)	+class(r797,faculty)	+class(r797,person)	-class(r797,course)	-class(r797,department)	-class(r797,researchproject)	-class(r797,staff)	-class(r797,student)
class(r798,Y)	+class(r798,faculty)	+class(r798,person)	-class(r798,course)	-class(r798,department)	-class(r798,researchproject)	-class(r798,staff)	-class(r798,student)
class(r799,Y)	+class(r799,department)	-class(r799,course)	-class(r799,faculty)	-class(r799,person)	-class(r799,researchproject)	-class(r799,staff)	-class(r799,student)
class(r800,Y)	+class(r800,researchproject)	-class(r800,course)	-class(r800,department)	-class(r800,faculty)	-class(r800,person)	-class(r800,staff)	-class(r800,student)
class(r801,Y)	+class(r801,researchproject)	-class(r801,course)	-class(r801,department)	-class(r801,faculty)	-class(r801,person)	-class(r801,staff)	-class(r801,student)
class(r802,Y)	+class(r802,researchproject)	-class(r802,course)	-class(r802,department)	-class(r802,faculty)	-class(r802,person)	-class(r802,staff)	-class(r802,student)
class(r803,Y)	+class(r803,course)	-class(r803,department)	-class(r803,faculty)	-class(r803,person)	-class(r803,researchproject)	-class(r803,staff)	-class(r803,student)
class(r804,Y)	+class(r804,researchproject)	-class(r804,course)	-class(r804,department)	-class(r804,faculty)	-class(r804,person)	-class(r804,staff)	-class(r804,student)
class(r805,Y)	+class(r805,department)	+class(r805,researchproject)	-class(r805,course)	-class(r805,faculty)	-class(r805,person)	-class(r805,staff)	-class(r805,student)
class(r806,Y)	+class(r806,researchproject)	-class(r806,course)	-class(r806,department)	-class(r806,faculty)	-class(r806,person)	-class(r806,staff)	-class(r806,student)
class(r807,Y)	+class(r807,researchproject)	-class(r807,course)	-class(r807,department)	-class(r807,faculty)	-class(r807,person)	-class(r807,staff)	-class(r807,student)
class(r808,Y)	+class(r808,researchproject)	-class(r808,course)	-class(r808,department)	-class(r808,faculty)	-class(r808,person)	-class(r808,staff)	-class(r808,student)
class(r809,Y)	+class(r809,researchproject)	-class(r809,course)	-class(r809,department)	-class(r809,faculty)	-class(r809,person)	-class(r809,staff)	-class(r809,student)
class(r810,Y)	+class(r810,researchproject)	-class(r810,course)	-class(r810,department)	-class(r810,faculty)	-class(r810,person)	-class(r810,staff)	-class(r810,student)
class(r811,Y)	+class(r811,researchproject)	-class(r811,course)	-class(r811,department)	-class(r811,faculty)	-class(r811,person)	-class(r811,staff)	-class(r811,student)
class(r812,Y)	+class(r812,researchproject)	-class(r812,course)	-class(r812,department)	-class(r812,faculty)	-class(r812,person)	-class(r812,staff)	-class(r812,student)
class(r813,Y)	+class(r813,researchproject)	-class(r813,course)	-class(r813,department)	-class(r813,faculty)	-class(r813,person)	-class(r813,staff)	-class(r813,student)
class(r814,Y)	+class(r814,researchproject)	-class(r814,course)	-class(r814,department)	-class(r814,faculty)	-class(r814,person)	-class(r814,staff)	-class(r814,student)
class(r815,Y)	+class(r815,researchproject)	-class(r815,course)	-class(r815,department)	-class(r815,faculty)	-class(r815,person)	-class(r815,staff)	-class(r815,student)
class(r816,Y)	+class(r816,researchproject)	-class(r816,course)	-class(r816,department)	-class(r816,faculty)	-class(r816,person)	-class(r816,staff)	-class(r816,student)
class(r818,Y)	+class(r818,person)	+class(r818,student)	-class(r818,course)	-class(r818,department)	-class(r818,faculty)	-class(r818,researchproject)	-class(r818,staff)
class(r819,Y)	+class(r819,person)	+class(r819,student)	-class(r819,course)	-class(r819,department)	-class(r819,faculty)	-class(r819,researchproject)	-class(r819,staff)
class(r820,Y)	+class(r820,person)	+class(r820,student)	-class(r820,course)	-class(r820,department)	-class(r820,faculty)	-class(r820,researchproject)	-class(r820,staff)
class(r821,Y)	+class(r821,department)	-class(r821,course)	-class(r821,faculty)	-class(r821,person)	-class(r821,researchproject)	-class(r821,staff)	-class(r821,student)
class(r822,Y)	+class(r822,person)	+class(r822,student)	-class(r822,course)	-class(r822,department)	-class(r822,faculty)	-class(r822,researchproject)	-class(r822,staff)
class(r823,Y)	+class(r823,person)	+class(r823,student)	-class(r823,course)	-class(r823,department)	-class(r823,faculty)	-class(r823,researchproject)	-class(r823,staff)
class(r824,Y)	+class(r824,faculty)	+class(r824,person)	-class(r824,course)	-class(r824,department)	-class(r824,researchproject)	-class(r824,staff)	-class(r824,student)
class(r825,Y)	+class(r825,person)	+class(r825,student)	-class(r825,course)	-class(r825,department)	-class(r825,faculty)	-class(r825,researchproject)	-class(r825,staff)
class(r826,Y)	+class(r826,course)	-class(r826,department)	-class(r826,faculty)	-class(r826,person)	-class(r826,researchproject)	-class(r826,staff)	-class(r826,student)
class(r827,Y)	+class(r827,course)	-class(r827,department)	-class(r827,faculty)	-class(r827,person)	-class(r827,researchproject)	-class(r827,staff)	-class(r827,student)
class(r828,Y)	+class(r828,course)	-class(r828,department)	-class(r828,faculty)	-class(r828,person)	-class(r828,researchproject)	-class(r828,staff)	-class(r828,student)
class(r829,Y)	+class(r829,course)	-class(r829,department)	-class(r829,faculty)	-class(r829,person)	-class(r829,researchproject)	-class(r829,staff)	-class(r829,student)
class(r830,Y)	+class(r830,person)	+class(r830,student)	-class(r830,course)	-class(r830,department)	-class(r830,faculty)	-class(r830,researchproject)	-class(r830,staff)
class(r831,Y)	+class(r831,person)	+class(r831,student)	-class(r831,course)	-class(r831,department)	-class(r831,faculty)	-class(r831,researchproject)	-class(r831,staff)
class(r832,Y)	+class(r832,person)	+class(r832,student)	-class(r832,course)	-class(r832,department)	-class(r832,faculty)	-class(r832,researchproject)	-class(r832,staff)
class(r833,Y)	+class(r833,person)	+class(r833,student)	-class(r833,course)	-class(r833,department)	-class(r833,faculty)	-class(r833,researchproject)	-class(r833,staff)
class(r834,Y)	+class(r834,faculty)	+class(r834,person)	-class(r834,course)	-class(r834,department)	-class(r834,researchproject)	-class(r834,staff)	-class(r834,student)
class(r835,Y)	+class(r835,faculty)	+class(r835,person)	-class(r835,course)	-class(r835,department)	-class(r835,researchproject)	-class(r835,staff)	-class(r835,student)
class(r836,Y)	+class(r836,course)	-class(r836,department)	-class(r836,faculty)	-class(r836,person)	-class(r836,researchproject)	-class(r836,staff)	-class(r836,student)
class(r837,Y)	+class(r837,course)	-class(r837,department)	-class(r837,faculty)	-class(r837,person)	-class(r837,researchproject)	-class(r837,staff)	-class(r837,student)
class(r838,Y)	+class(r838,course)	-class(r838,department)	-class(r838,faculty)	-class(r838,person)	-class(r838,researchproject)	-class(r838,staff)	-class(r838,student)
class(r839,Y)	+class(r839,faculty)	+class(r839,person)	-class(r839,course)	-class(r839,department)	-class(r839,researchproject)	-class(r839,staff)	-class(r839,student)
class(r840,Y)	+class(r840,person)	+class(r840,student)	-class(r840,course)	-class(r840,department)	-class(r840,faculty)	-class(r840,researchproject)	-class(r840,staff)
class(r841,Y)	+class(r841,person)	+class(r841,student)	-class(r841,course)	-class(r841,department)	-class(r841,faculty)	-class(r841,researchproject)	-class(r841,staff)
class(r842,Y)	+class(r842,course)	-class(r842,department)	-class(r842,faculty)	-class(r842,person)	-class(r842,researchproject)	-class(r842,staff)	-class(r842,student)
class(r843,Y)	+class(r843,course)	-class(r843,department)	-class(r843,faculty)	-class(r843,person)	-class(r843,researchproject)	-class(r843,staff)	-class(r843,student)
class(r844,Y)	+class(r844,department)	+class(r844,person)	+class(r844,student)	-class(r844,course)	-class(r844,faculty)	-class(r844,researchproject)	-class(r844,staff)
class(r845,Y)	+class(r845,person)	+class(r845,student)	-class(r845,course)	-class(r845,department)	-class(r845,faculty)	-class(r845,researchproject)	-class(r845,staff)
class(r846,Y)	+class(r846,person)	+class(r846,student)	-class(r846,course)	-class(r846,department)	-class(r846,faculty)	-class(r846,researchproject)	-class(r846,staff)
class(r847,Y)	+class(r847,person)	+class(r847,staff)	-class(r847,course)	-class(r847,department)	-class(r847,faculty)	-class(r847,researchproject)	-class(r847,student)
class(r848,Y)	+class(r848,person)	+class(r848,student)	-class(r848,course)	-class(r848,department)	-class(r848,faculty)	-class(r848,researchproject)	-class(r848,staff)
class(r849,Y)	+class(r849,person)	+class(r849,student)	-class(r849,course)	-class(r849,department)	-class(r849,faculty)	-class(r849,researchproject)	-class(r849,staff)
class(r850,Y)	+class(r850,person)	+class(r850,student)	-class(r850,course)	-class(r850,department)	-class(r850,faculty)	-class(r850,researchproject)	-class(r850,staff)
class(r851,Y)	+class(r851,person)	+class(r851,student)	-class(r851,course)	-class(r851,department)	-class(r851,faculty)	-class(r851,researchproject)	-class(r851,staff)
class(r852,Y)	+class(r852,course)	-class(r852,department)	-class(r852,faculty)	-class(r852,person)	-class(r852,researchproject)	-class(r852,staff)	-class(r852,student)
class(r853,Y)	+class(r853,faculty)	+class(r853,person)	-class(r853,course)	-class(r853,department)	-class(r853,researchproject)	-class(r853,staff)	-class(r853,student)
class(r854,Y)	+class(r854,course)	-class(r854,department)	-class(r854,faculty)	-class(r854,person)	-class(r854,researchproject)	-class(r854,staff)	-class(r854,student)
class(r855,Y)	+class(r855,person)	+class(r855,student)	-class(r855,course)	-class(r855,department)	-class(r855,faculty)	-class(r855,researchproject)	-class(r855,staff)
class(r856,Y)	+class(r856,faculty)	+class(r856,person)	-class(r856,course)	-class(r856,department)	-class(r856,researchproject)	-class(r856,staff)	-class(r856,student)
class(r857,Y)	+class(r857,person)	+class(r857,student)	-class(r857,course)	-class(r857,department)	-class(r857,faculty)	-class(r857,researchproject)	-class(r857,staff)
class(r858,Y)	+class(r858,person)	+class(r858,student)	-class(r858,course)	-class(r858,department)	-class(r858,faculty)	-class(r858,researchproject)	-class(r858,staff)
class(r859,Y)	+class(r859,person)	+class(r859,student)	-class(r859,course)	-class(r859,department)	-class(r859,faculty)	-class(r859,researchproject)	-class(r859,staff)
class(r860,Y)	+class(r860,researchproject)	-class(r860,course)	-class(r860,department)	-class(r860,faculty)	-class(r860,person)	-class(r860,staff)	-class(r860,student)
class(r861,Y)	+class(r861,researchproject)	-class(r861,course)	-class(r861,department)	-class(r861,faculty)	-class(r861,person)	-class(r861,staff)	-class(r861,student)
class(r862,Y)	+class(r862,researchproject)	-class(r862,course)	-class(r862,department)	-class(r862,faculty)	-class(r862,person)	-class(r862,staff)	-class(r862,student)
class(r864,Y)	+class(r864,researchproject)	-class(r864,course)	-class(r864,department)	-class(r864,faculty)	-class(r864,person)	-class(r864,staff)	-class(r864,student)
class(r863,Y)	+class(r863,researchproject)	-class(r863,course)	-class(r863,department)	-class(r863,faculty)	-class(r863,person)	-class(r863,staff)	-class(r863,student)
class(r865,Y)	+class(r865,researchproject)	-class(r865,course)	-class(r865,department)	-class(r865,faculty)	-class(r865,person)	-class(r865,staff)	-class(r865,student)
class(r866,Y)	+class(r866,researchproject)	-class(r866,course)	-class(r866,department)	-class(r866,faculty)	-class(r866,person)	-class(r866,staff)	-class(r866,student)
class(r867,Y)	+class(r867,course)	-class(r867,department)	-class(r867,faculty)	-class(r867,person)	-class(r867,researchproject)	-class(r867,staff)	-class(r867,student)
class(r868,Y)	+class(r868,course)	-class(r868,department)	-class(r868,faculty)	-class(r868,person)	-class(r868,researchproject)	-class(r868,staff)	-class(r868,student)
class(r869,Y)	+class(r869,course)	-class(r869,department)	-class(r869,faculty)	-class(r869,person)	-class(r869,researchproject)	-class(r869,staff)	-class(r869,student)
class(r870,Y)	+class(r870,course)	-class(r870,department)	-class(r870,faculty)	-class(r870,person)	-class(r870,researchproject)	-class(r870,staff)	-class(r870,student)
class(r871,Y)	+class(r871,course)	-class(r871,department)	-class(r871,faculty)	-class(r871,person)	-class(r871,researchproject)	-class(r871,staff)	-class(r871,student)
class(r872,Y)	+class(r872,course)	-class(r872,department)	-class(r872,faculty)	-class(r872,person)	-class(r872,researchproject)	-class(r872,staff)	-class(r872,student)
class(r873,Y)	+class(r873,course)	-class(r873,department)	-class(r873,faculty)	-class(r873,person)	-class(r873,researchproject)	-class(r873,staff)	-class(r873,student)
class(r874,Y)	+class(r874,course)	-class(r874,department)	-class(r874,faculty)	-class(r874,person)	-class(r874,researchproject)	-class(r874,staff)	-class(r874,student)
class(r875,Y)	+class(r875,course)	-class(r875,department)	-class(r875,faculty)	-class(r875,person)	-class(r875,researchproject)	-class(r875,staff)	-class(r875,student)
class(r876,Y)	+class(r876,course)	-class(r876,department)	-class(r876,faculty)	-class(r876,person)	-class(r876,researchproject)	-class(r876,staff)	-class(r876,student)
class(r877,Y)	+class(r877,course)	-class(r877,department)	-class(r877,faculty)	-class(r877,person)	-class(r877,researchproject)	-class(r877,staff)	-class(r877,student)
class(r878,Y)	+class(r878,course)	-class(r878,department)	-class(r878,faculty)	-class(r878,person)	-class(r878,researchproject)	-class(r878,staff)	-class(r878,student)
class(r879,Y)	+class(r879,course)	-class(r879,department)	-class(r879,faculty)	-class(r879,person)	-class(r879,researchproject)	-class(r879,staff)	-class(r879,student)
class(r880,Y)	+class(r880,course)	-class(r880,department)	-class(r880,faculty)	-class(r880,person)	-class(r880,researchproject)	-class(r880,staff)	-class(r880,student)
class(r881,Y)	+class(r881,course)	-class(r881,department)	-class(r881,faculty)	-class(r881,person)	-class(r881,researchproject)	-class(r881,staff)	-class(r881,student)
class(r882,Y)	+class(r882,course)	-class(r882,department)	-class(r882,faculty)	-class(r882,person)	-class(r882,researchproject)	-class(r882,staff)	-class(r882,student)
class(r883,Y)	+class(r883,course)	-class(r883,department)	-class(r883,faculty)	-class(r883,person)	-class(r883,researchproject)	-class(r883,staff)	-class(r883,student)
class(r884,Y)	+class(r884,course)	-class(r884,department)	-class(r884,faculty)	-class(r884,person)	-class(r884,researchproject)	-class(r884,staff)	-class(r884,student)
class(r885,Y)	+class(r885,course)	-class(r885,department)	-class(r885,faculty)	-class(r885,person)	-class(r885,researchproject)	-class(r885,staff)	-class(r885,student)
class(r886,Y)	+class(r886,course)	-class(r886,department)	-class(r886,faculty)	-class(r886,person)	-class(r886,researchproject)	-class(r886,staff)	-class(r886,student)
class(r887,Y)	+class(r887,course)	-class(r887,department)	-class(r887,faculty)	-class(r887,person)	-class(r887,researchproject)	-class(r887,staff)	-class(r887,student)
class(r888,Y)	+class(r888,course)	-class(r888,department)	-class(r888,faculty)	-class(r888,person)	-class(r888,researchproject)	-class(r888,staff)	-class(r888,student)
class(r889,Y)	+class(r889,course)	-class(r889,department)	-class(r889,faculty)	-class(r889,person)	-class(r889,researchproject)	-class(r889,staff)	-class(r889,student)
class(r890,Y)	+class(r890,course)	-class(r890,department)	-class(r890,faculty)	-class(r890,person)	-class(r890,researchproject)	-class(r890,staff)	-class(r890,student)
class(r891,Y)	+class(r891,course)	-class(r891,department)	-class(r891,faculty)	-class(r891,person)	-class(r891,researchproject)	-class(r891,staff)	-class(r891,student)
class(r892,Y)	+class(r892,course)	-class(r892,department)	-class(r892,faculty)	-class(r892,person)	-class(r892,researchproject)	-class(r892,staff)	-class(r892,student)
class(r893,Y)	+class(r893,course)	-class(r893,department)	-class(r893,faculty)	-class(r893,person)	-class(r893,researchproject)	-class(r893,staff)	-class(r893,student)
class(r894,Y)	+class(r894,course)	-class(r894,department)	-class(r894,faculty)	-class(r894,person)	-class(r894,researchproject)	-class(r894,staff)	-class(r894,student)
class(r895,Y)	+class(r895,course)	-class(r895,department)	-class(r895,faculty)	-class(r895,person)	-class(r895,researchproject)	-class(r895,staff)	-class(r895,student)
class(r896,Y)	+class(r896,course)	-class(r896,department)	-class(r896,faculty)	-class(r896,person)	-class(r896,researchproject)	-class(r896,staff)	-class(r896,student)
class(r897,Y)	+class(r897,course)	-class(r897,department)	-class(r897,faculty)	-class(r897,person)	-class(r897,researchproject)	-class(r897,staff)	-class(r897,student)
class(r898,Y)	+class(r898,course)	-class(r898,department)	-class(r898,faculty)	-class(r898,person)	-class(r898,researchproject)	-class(r898,staff)	-class(r898,student)
class(r899,Y)	+class(r899,course)	-class(r899,department)	-class(r899,faculty)	-class(r899,person)	-class(r899,researchproject)	-class(r899,staff)	-class(r899,student)
class(r900,Y)	+class(r900,course)	-class(r900,department)	-class(r900,faculty)	-class(r900,person)	-class(r900,researchproject)	-class(r900,staff)	-class(r900,student)
class(r901,Y)	+class(r901,person)	+class(r901,student)	-class(r901,course)	-class(r901,department)	-class(r901,faculty)	-class(r901,researchproject)	-class(r901,staff)
class(r902,Y)	+class(r902,department)	-class(r902,course)	-class(r902,faculty)	-class(r902,person)	-class(r902,researchproject)	-class(r902,staff)	-class(r902,student)
class(r903,Y)	+class(r903,department)	-class(r903,course)	-class(r903,faculty)	-class(r903,person)	-class(r903,researchproject)	-class(r903,staff)	-class(r903,student)
class(r904,Y)	+class(r904,person)	+class(r904,staff)	-class(r904,course)	-class(r904,department)	-class(r904,faculty)	-class(r904,researchproject)	-class(r904,student)
class(r905,Y)	+class(r905,person)	+class(r905,student)	-class(r905,course)	-class(r905,department)	-class(r905,faculty)	-class(r905,researchproject)	-class(r905,staff)
class(r906,Y)	+class(r906,person)	+class(r906,student)	-class(r906,course)	-class(r906,department)	-class(r906,faculty)	-class(r906,researchproject)	-class(r906,staff)
class(r907,Y)	+class(r907,faculty)	+class(r907,person)	-class(r907,course)	-class(r907,department)	-class(r907,researchproject)	-class(r907,staff)	-class(r907,student)
class(r908,Y)	+class(r908,person)	+class(r908,student)	-class(r908,course)	-class(r908,department)	-class(r908,faculty)	-class(r908,researchproject)	-class(r908,staff)
class(r909,Y)	+class(r909,course)	-class(r909,department)	-class(r909,faculty)	-class(r909,person)	-class(r909,researchproject)	-class(r909,staff)	-class(r909,student)
class(r910,Y)	+class(r910,course)	-class(r910,department)	-class(r910,faculty)	-class(r910,person)	-class(r910,researchproject)	-class(r910,staff)	-class(r910,student)
class(r911,Y)	+class(r911,faculty)	+class(r911,person)	-class(r911,course)	-class(r911,department)	-class(r911,researchproject)	-class(r911,staff)	-class(r911,student)
class(r912,Y)	+class(r912,course)	-class(r912,department)	-class(r912,faculty)	-class(r912,person)	-class(r912,researchproject)	-class(r912,staff)	-class(r912,student)
class(r817,Y)	+class(r817,department)	-class(r817,course)	-class(r817,faculty)	-class(r817,person)	-class(r817,researchproject)	-class(r817,staff)	-class(r817,student)
class(r913,Y)	+class(r913,researchproject)	-class(r913,course)	-class(r913,department)	-class(r913,faculty)	-class(r913,person)	-class(r913,staff)	-class(r913,student)
class(r914,Y)	+class(r914,faculty)	+class(r914,person)	-class(r914,course)	-class(r914,department)	-class(r914,researchproject)	-class(r914,staff)	-class(r914,student)
class(r915,Y)	+class(r915,person)	+class(r915,staff)	-class(r915,course)	-class(r915,department)	-class(r915,faculty)	-class(r915,researchproject)	-class(r915,student)
class(r916,Y)	+class(r916,department)	-class(r916,course)	-class(r916,faculty)	-class(r916,person)	-class(r916,researchproject)	-class(r916,staff)	-class(r916,student)
class(r917,Y)	+class(r917,course)	-class(r917,department)	-class(r917,faculty)	-class(r917,person)	-class(r917,researchproject)	-class(r917,staff)	-class(r917,student)
class(r918,Y)	+class(r918,course)	-class(r918,department)	-class(r918,faculty)	-class(r918,person)	-class(r918,researchproject)	-class(r918,staff)	-class(r918,student)
class(r919,Y)	+class(r919,course)	-class(r919,department)	-class(r919,faculty)	-class(r919,person)	-class(r919,researchproject)	-class(r919,staff)	-class(r919,student)
class(r920,Y)	+class(r920,faculty)	+class(r920,person)	-class(r920,course)	-class(r920,department)	-class(r920,researchproject)	-class(r920,staff)	-class(r920,student)
class(r921,Y)	+class(r921,course)	-class(r921,department)	-class(r921,faculty)	-class(r921,person)	-class(r921,researchproject)	-class(r921,staff)	-class(r921,student)
class(r922,Y)	+class(r922,person)	+class(r922,student)	-class(r922,course)	-class(r922,department)	-class(r922,faculty)	-class(r922,researchproject)	-class(r922,staff)
class(r923,Y)	+class(r923,person)	+class(r923,staff)	-class(r923,course)	-class(r923,department)	-class(r923,faculty)	-class(r923,researchproject)	-class(r923,student)
class(r924,Y)	+class(r924,person)	+class(r924,student)	-class(r924,course)	-class(r924,department)	-class(r924,faculty)	-class(r924,researchproject)	-class(r924,staff)
class(r925,Y)	+class(r925,person)	+class(r925,student)	-class(r925,course)	-class(r925,department)	-class(r925,faculty)	-class(r925,researchproject)	-class(r925,staff)
class(r926,Y)	+class(r926,person)	+class(r926,student)	-class(r926,course)	-class(r926,department)	-class(r926,faculty)	-class(r926,researchproject)	-class(r926,staff)
class(r927,Y)	+class(r927,researchproject)	-class(r927,course)	-class(r927,department)	-class(r927,faculty)	-class(r927,person)	-class(r927,staff)	-class(r927,student)
class(r928,Y)	+class(r928,person)	+class(r928,student)	-class(r928,course)	-class(r928,department)	-class(r928,faculty)	-class(r928,researchproject)	-class(r928,staff)
class(r929,Y)	+class(r929,course)	-class(r929,department)	-class(r929,faculty)	-class(r929,person)	-class(r929,researchproject)	-class(r929,staff)	-class(r929,student)
class(r930,Y)	+class(r930,course)	-class(r930,department)	-class(r930,faculty)	-class(r930,person)	-class(r930,researchproject)	-class(r930,staff)	-class(r930,student)
class(r931,Y)	+class(r931,course)	-class(r931,department)	-class(r931,faculty)	-class(r931,person)	-class(r931,researchproject)	-class(r931,staff)	-class(r931,student)
class(r932,Y)	+class(r932,faculty)	+class(r932,person)	-class(r932,course)	-class(r932,department)	-class(r932,researchproject)	-class(r932,staff)	-class(r932,student)
class(r933,Y)	+class(r933,person)	+class(r933,student)	-class(r933,course)	-class(r933,department)	-class(r933,faculty)	-class(r933,researchproject)	-class(r933,staff)
class(r934,Y)	+class(r934,course)	-class(r934,department)	-class(r934,faculty)	-class(r934,person)	-class(r934,researchproject)	-class(r934,staff)	-class(r934,student)
class(r935,Y)	+class(r935,faculty)	+class(r935,person)	-class(r935,course)	-class(r935,department)	-class(r935,researchproject)	-class(r935,staff)	-class(r935,student)
class(r936,Y)	+class(r936,person)	+class(r936,staff)	-class(r936,course)	-class(r936,department)	-class(r936,faculty)	-class(r936,researchproject)	-class(r936,student)
class(r937,Y)	+class(r937,researchproject)	-class(r937,course)	-class(r937,department)	-class(r937,faculty)	-class(r937,person)	-class(r937,staff)	-class(r937,student)
class(r938,Y)	+class(r938,person)	+class(r938,student)	-class(r938,course)	-class(r938,department)	-class(r938,faculty)	-class(r938,researchproject)	-class(r938,staff)
class(r939,Y)	+class(r939,person)	+class(r939,student)	-class(r939,course)	-class(r939,department)	-class(r939,faculty)	-class(r939,researchproject)	-class(r939,staff)
class(r940,Y)	+class(r940,person)	+class(r940,student)	-class(r940,course)	-class(r940,department)	-class(r940,faculty)	-class(r940,researchproject)	-class(r940,staff)
class(r941,Y)	+class(r941,person)	+class(r941,student)	-class(r941,course)	-class(r941,department)	-class(r941,faculty)	-class(r941,researchproject)	-class(r941,staff)
class(r942,Y)	+class(r942,faculty)	+class(r942,person)	-class(r942,course)	-class(r942,department)	-class(r942,researchproject)	-class(r942,staff)	-class(r942,student)
class(r943,Y)	+class(r943,course)	-class(r943,department)	-class(r943,faculty)	-class(r943,person)	-class(r943,researchproject)	-class(r943,staff)	-class(r943,student)
class(r944,Y)	+class(r944,person)	+class(r944,student)	-class(r944,course)	-class(r944,department)	-class(r944,faculty)	-class(r944,researchproject)	-class(r944,staff)
class(r945,Y)	+class(r945,person)	+class(r945,student)	-class(r945,course)	-class(r945,department)	-class(r945,faculty)	-class(r945,researchproject)	-class(r945,staff)
class(r946,Y)	+class(r946,person)	+class(r946,student)	-class(r946,course)	-class(r946,department)	-class(r946,faculty)	-class(r946,researchproject)	-class(r946,staff)
class(r947,Y)	+class(r947,person)	+class(r947,student)	-class(r947,course)	-class(r947,department)	-class(r947,faculty)	-class(r947,researchproject)	-class(r947,staff)
class(r948,Y)	+class(r948,person)	+class(r948,student)	-class(r948,course)	-class(r948,department)	-class(r948,faculty)	-class(r948,researchproject)	-class(r948,staff)
class(r949,Y)	+class(r949,person)	+class(r949,student)	-class(r949,course)	-class(r949,department)	-class(r949,faculty)	-class(r949,researchproject)	-class(r949,staff)
class(r950,Y)	+class(r950,course)	-class(r950,department)	-class(r950,faculty)	-class(r950,person)	-class(r950,researchproject)	-class(r950,staff)	-class(r950,student)
class(r951,Y)	+class(r951,person)	+class(r951,student)	-class(r951,course)	-class(r951,department)	-class(r951,faculty)	-class(r951,researchproject)	-class(r951,staff)
class(r952,Y)	+class(r952,person)	+class(r952,student)	-class(r952,course)	-class(r952,department)	-class(r952,faculty)	-class(r952,researchproject)	-class(r952,staff)
class(r953,Y)	+class(r953,person)	+class(r953,student)	-class(r953,course)	-class(r953,department)	-class(r953,faculty)	-class(r953,researchproject)	-class(r953,staff)
class(r954,Y)	+class(r954,person)	+class(r954,student)	-class(r954,course)	-class(r954,department)	-class(r954,faculty)	-class(r954,researchproject)	-class(r954,staff)
class(r955,Y)	+class(r955,course)	-class(r955,department)	-class(r955,faculty)	-class(r955,person)	-class(r955,researchproject)	-class(r955,staff)	-class(r955,student)
class(r956,Y)	+class(r956,faculty)	+class(r956,person)	-class(r956,course)	-class(r956,department)	-class(r956,researchproject)	-class(r956,staff)	-class(r956,student)
class(r957,Y)	+class(r957,course)	-class(r957,department)	-class(r957,faculty)	-class(r957,person)	-class(r957,researchproject)	-class(r957,staff)	-class(r957,student)
class(r958,Y)	+class(r958,person)	+class(r958,student)	-class(r958,course)	-class(r958,department)	-class(r958,faculty)	-class(r958,researchproject)	-class(r958,staff)
class(r959,Y)	+class(r959,person)	+class(r959,student)	-class(r959,course)	-class(r959,department)	-class(r959,faculty)	-class(r959,researchproject)	-class(r959,staff)
class(r960,Y)	+class(r960,person)	+class(r960,student)	-class(r960,course)	-class(r960,department)	-class(r960,faculty)	-class(r960,researchproject)	-class(r960,staff)
class(r961,Y)	+class(r961,person)	+class(r961,student)	-class(r961,course)	-class(r961,department)	-class(r961,faculty)	-class(r961,researchproject)	-class(r961,staff)
class(r962,Y)	+class(r962,person)	+class(r962,student)	-class(r962,course)	-class(r962,department)	-class(r962,faculty)	-class(r962,researchproject)	-class(r962,staff)
class(r963,Y)	+class(r963,person)	+class(r963,student)	-class(r963,course)	-class(r963,department)	-class(r963,faculty)	-class(r963,researchproject)	-class(r963,staff)
class(r964,Y)	+class(r964,person)	+class(r964,student)	-class(r964,course)	-class(r964,department)	-class(r964,faculty)	-class(r964,researchproject)	-class(r964,staff)
class(r965,Y)	+class(r965,person)	+class(r965,student)	-class(r965,course)	-class(r965,department)	-class(r965,faculty)	-class(r965,researchproject)	-class(r965,staff)
class(r966,Y)	+class(r966,person)	+class(r966,student)	-class(r966,course)	-class(r966,department)	-class(r966,faculty)	-class(r966,researchproject)	-class(r966,staff)
class(r967,Y)	+class(r967,person)	+class(r967,student)	-class(r967,course)	-class(r967,department)	-class(r967,faculty)	-class(r967,researchproject)	-class(r967,staff)
class(r968,Y)	+class(r968,person)	+class(r968,student)	-class(r968,course)	-class(r968,department)	-class(r968,faculty)	-class(r968,researchproject)	-class(r968,staff)
class(r969,Y)	+class(r969,person)	+class(r969,student)	-class(r969,course)	-class(r969,department)	-class(r969,faculty)	-class(r969,researchproject)	-class(r969,staff)
