class(r1,Y)	+class(r1,department)	-class(r1,course)	-class(r1,faculty)	-class(r1,person)	-class(r1,researchproject)	-class(r1,staff)	-class(r1,student)
class(r544,Y)	+class(r544,department)	-class(r544,course)	-class(r544,faculty)	-class(r544,person)	-class(r544,researchproject)	-class(r544,staff)	-class(r544,student)
class(r545,Y)	+class(r545,department)	-class(r545,course)	-class(r545,faculty)	-class(r545,person)	-class(r545,researchproject)	-class(r545,staff)	-class(r545,student)
class(r543,Y)	+class(r543,department)	-class(r543,course)	-class(r543,faculty)	-class(r543,person)	-class(r543,researchproject)	-class(r543,staff)	-class(r543,student)
class(r546,Y)	+class(r546,department)	-class(r546,course)	-class(r546,faculty)	-class(r546,person)	-class(r546,researchproject)	-class(r546,staff)	-class(r546,student)
class(r547,Y)	+class(r547,department)	-class(r547,course)	-class(r547,faculty)	-class(r547,person)	-class(r547,researchproject)	-class(r547,staff)	-class(r547,student)
class(r548,Y)	+class(r548,course)	-class(r548,department)	-class(r548,faculty)	-class(r548,person)	-class(r548,researchproject)	-class(r548,staff)	-class(r548,student)
class(r549,Y)	+class(r549,course)	-class(r549,department)	-class(r549,faculty)	-class(r549,person)	-class(r549,researchproject)	-class(r549,staff)	-class(r549,student)
class(r553,Y)	+class(r553,department)	-class(r553,course)	-class(r553,faculty)	-class(r553,person)	-class(r553,researchproject)	-class(r553,staff)	-class(r553,student)
class(r552,Y)	+class(r552,course)	-class(r552,department)	-class(r552,faculty)	-class(r552,person)	-class(r552,researchproject)	-class(r552,staff)	-class(r552,student)
class(r551,Y)	+class(r551,course)	-class(r551,department)	-class(r551,faculty)	-class(r551,person)	-class(r551,researchproject)	-class(r551,staff)	-class(r551,student)
class(r550,Y)	+class(r550,department)	-class(r550,course)	-class(r550,faculty)	-class(r550,person)	-class(r550,researchproject)	-class(r550,staff)	-class(r550,student)
class(r554,Y)	+class(r554,course)	-class(r554,department)	-class(r554,faculty)	-class(r554,person)	-class(r554,researchproject)	-class(r554,staff)	-class(r554,student)
class(r555,Y)	+class(r555,course)	-class(r555,department)	-class(r555,faculty)	-class(r555,person)	-class(r555,researchproject)	-class(r555,staff)	-class(r555,student)
class(r556,Y)	+class(r556,course)	-class(r556,department)	-class(r556,faculty)	-class(r556,person)	-class(r556,researchproject)	-class(r556,staff)	-class(r556,student)
class(r558,Y)	+class(r558,course)	-class(r558,department)	-class(r558,faculty)	-class(r558,person)	-class(r558,researchproject)	-class(r558,staff)	-class(r558,student)
class(r557,Y)	+class(r557,course)	-class(r557,department)	-class(r557,faculty)	-class(r557,person)	-class(r557,researchproject)	-class(r557,staff)	-class(r557,student)
class(r559,Y)	+class(r559,course)	+class(r559,department)	-class(r559,faculty)	-class(r559,person)	-class(r559,researchproject)	-class(r559,staff)	-class(r559,student)
class(r560,Y)	+class(r560,course)	-class(r560,department)	-class(r560,faculty)	-class(r560,person)	-class(r560,researchproject)	-class(r560,staff)	-class(r560,student)
class(r561,Y)	+class(r561,course)	-class(r561,department)	-class(r561,faculty)	-class(r561,person)	-class(r561,researchproject)	-class(r561,staff)	-class(r561,student)
class(r562,Y)	+class(r562,course)	-class(r562,department)	-class(r562,faculty)	-class(r562,person)	-class(r562,researchproject)	-class(r562,staff)	-class(r562,student)
class(r561,Y)	+class(r561,department)	-class(r561,course)	-class(r561,faculty)	-class(r561,person)	-class(r561,researchproject)	-class(r561,staff)	-class(r561,student)
class(r564,Y)	+class(r564,course)	+class(r564,department)	-class(r564,faculty)	-class(r564,person)	-class(r564,researchproject)	-class(r564,staff)	-class(r564,student)
class(r565,Y)	+class(r565,course)	-class(r565,department)	-class(r565,faculty)	-class(r565,person)	-class(r565,researchproject)	-class(r565,staff)	-class(r565,student)
class(r563,Y)	+class(r563,course)	-class(r563,department)	-class(r563,faculty)	-class(r563,person)	-class(r563,researchproject)	-class(r563,staff)	-class(r563,student)
class(r566,Y)	+class(r566,course)	-class(r566,department)	-class(r566,faculty)	-class(r566,person)	-class(r566,researchproject)	-class(r566,staff)	-class(r566,student)
class(r567,Y)	+class(r567,course)	-class(r567,department)	-class(r567,faculty)	-class(r567,person)	-class(r567,researchproject)	-class(r567,staff)	-class(r567,student)
class(r568,Y)	+class(r568,department)	-class(r568,course)	-class(r568,faculty)	-class(r568,person)	-class(r568,researchproject)	-class(r568,staff)	-class(r568,student)
class(r569,Y)	+class(r569,course)	-class(r569,department)	-class(r569,faculty)	-class(r569,person)	-class(r569,researchproject)	-class(r569,staff)	-class(r569,student)
class(r570,Y)	+class(r570,course)	-class(r570,department)	-class(r570,faculty)	-class(r570,person)	-class(r570,researchproject)	-class(r570,staff)	-class(r570,student)
class(r571,Y)	+class(r571,course)	-class(r571,department)	-class(r571,faculty)	-class(r571,person)	-class(r571,researchproject)	-class(r571,staff)	-class(r571,student)
class(r572,Y)	+class(r572,course)	-class(r572,department)	-class(r572,faculty)	-class(r572,person)	-class(r572,researchproject)	-class(r572,staff)	-class(r572,student)
class(r573,Y)	+class(r573,course)	-class(r573,department)	-class(r573,faculty)	-class(r573,person)	-class(r573,researchproject)	-class(r573,staff)	-class(r573,student)
class(r574,Y)	+class(r574,course)	-class(r574,department)	-class(r574,faculty)	-class(r574,person)	-class(r574,researchproject)	-class(r574,staff)	-class(r574,student)
class(r575,Y)	+class(r575,course)	-class(r575,department)	-class(r575,faculty)	-class(r575,person)	-class(r575,researchproject)	-class(r575,staff)	-class(r575,student)
class(r576,Y)	+class(r576,course)	-class(r576,department)	-class(r576,faculty)	-class(r576,person)	-class(r576,researchproject)	-class(r576,staff)	-class(r576,student)
class(r578,Y)	+class(r578,course)	-class(r578,department)	-class(r578,faculty)	-class(r578,person)	-class(r578,researchproject)	-class(r578,staff)	-class(r578,student)
class(r577,Y)	+class(r577,course)	-class(r577,department)	-class(r577,faculty)	-class(r577,person)	-class(r577,researchproject)	-class(r577,staff)	-class(r577,student)
class(r579,Y)	+class(r579,course)	-class(r579,department)	-class(r579,faculty)	-class(r579,person)	-class(r579,researchproject)	-class(r579,staff)	-class(r579,student)
class(r580,Y)	+class(r580,course)	-class(r580,department)	-class(r580,faculty)	-class(r580,person)	-class(r580,researchproject)	-class(r580,staff)	-class(r580,student)
class(r581,Y)	+class(r581,course)	-class(r581,department)	-class(r581,faculty)	-class(r581,person)	-class(r581,researchproject)	-class(r581,staff)	-class(r581,student)
class(r582,Y)	+class(r582,course)	-class(r582,department)	-class(r582,faculty)	-class(r582,person)	-class(r582,researchproject)	-class(r582,staff)	-class(r582,student)
class(r583,Y)	+class(r583,course)	-class(r583,department)	-class(r583,faculty)	-class(r583,person)	-class(r583,researchproject)	-class(r583,staff)	-class(r583,student)
class(r584,Y)	+class(r584,course)	-class(r584,department)	-class(r584,faculty)	-class(r584,person)	-class(r584,researchproject)	-class(r584,staff)	-class(r584,student)
class(r585,Y)	+class(r585,course)	-class(r585,department)	-class(r585,faculty)	-class(r585,person)	-class(r585,researchproject)	-class(r585,staff)	-class(r585,student)
class(r586,Y)	+class(r586,course)	-class(r586,department)	-class(r586,faculty)	-class(r586,person)	-class(r586,researchproject)	-class(r586,staff)	-class(r586,student)
class(r588,Y)	+class(r588,course)	-class(r588,department)	-class(r588,faculty)	-class(r588,person)	-class(r588,researchproject)	-class(r588,staff)	-class(r588,student)
class(r587,Y)	+class(r587,course)	-class(r587,department)	-class(r587,faculty)	-class(r587,person)	-class(r587,researchproject)	-class(r587,staff)	-class(r587,student)
class(r589,Y)	+class(r589,course)	-class(r589,department)	-class(r589,faculty)	-class(r589,person)	-class(r589,researchproject)	-class(r589,staff)	-class(r589,student)
class(r590,Y)	+class(r590,course)	-class(r590,department)	-class(r590,faculty)	-class(r590,person)	-class(r590,researchproject)	-class(r590,staff)	-class(r590,student)
class(r591,Y)	+class(r591,course)	-class(r591,department)	-class(r591,faculty)	-class(r591,person)	-class(r591,researchproject)	-class(r591,staff)	-class(r591,student)
class(r592,Y)	+class(r592,course)	-class(r592,department)	-class(r592,faculty)	-class(r592,person)	-class(r592,researchproject)	-class(r592,staff)	-class(r592,student)
class(r593,Y)	+class(r593,course)	-class(r593,department)	-class(r593,faculty)	-class(r593,person)	-class(r593,researchproject)	-class(r593,staff)	-class(r593,student)
class(r595,Y)	+class(r595,course)	-class(r595,department)	-class(r595,faculty)	-class(r595,person)	-class(r595,researchproject)	-class(r595,staff)	-class(r595,student)
class(r594,Y)	+class(r594,course)	-class(r594,department)	-class(r594,faculty)	-class(r594,person)	-class(r594,researchproject)	-class(r594,staff)	-class(r594,student)
class(r596,Y)	+class(r596,course)	-class(r596,department)	-class(r596,faculty)	-class(r596,person)	-class(r596,researchproject)	-class(r596,staff)	-class(r596,student)
class(r594,Y)	+class(r594,department)	-class(r594,course)	-class(r594,faculty)	-class(r594,person)	-class(r594,researchproject)	-class(r594,staff)	-class(r594,student)
class(r597,Y)	+class(r597,course)	-class(r597,department)	-class(r597,faculty)	-class(r597,person)	-class(r597,researchproject)	-class(r597,staff)	-class(r597,student)
class(r598,Y)	+class(r598,course)	-class(r598,department)	-class(r598,faculty)	-class(r598,person)	-class(r598,researchproject)	-class(r598,staff)	-class(r598,student)
class(r599,Y)	+class(r599,course)	-class(r599,department)	-class(r599,faculty)	-class(r599,person)	-class(r599,researchproject)	-class(r599,staff)	-class(r599,student)
class(r600,Y)	+class(r600,course)	-class(r600,department)	-class(r600,faculty)	-class(r600,person)	-class(r600,researchproject)	-class(r600,staff)	-class(r600,student)
class(r601,Y)	+class(r601,course)	-class(r601,department)	-class(r601,faculty)	-class(r601,person)	-class(r601,researchproject)	-class(r601,staff)	-class(r601,student)
class(r602,Y)	+class(r602,course)	-class(r602,department)	-class(r602,faculty)	-class(r602,person)	-class(r602,researchproject)	-class(r602,staff)	-class(r602,student)
class(r603,Y)	+class(r603,course)	-class(r603,department)	-class(r603,faculty)	-class(r603,person)	-class(r603,researchproject)	-class(r603,staff)	-class(r603,student)
class(r604,Y)	+class(r604,course)	-class(r604,department)	-class(r604,faculty)	-class(r604,person)	-class(r604,researchproject)	-class(r604,staff)	-class(r604,student)
class(r605,Y)	+class(r605,course)	-class(r605,department)	-class(r605,faculty)	-class(r605,person)	-class(r605,researchproject)	-class(r605,staff)	-class(r605,student)
class(r606,Y)	+class(r606,course)	-class(r606,department)	-class(r606,faculty)	-class(r606,person)	-class(r606,researchproject)	-class(r606,staff)	-class(r606,student)
class(r607,Y)	+class(r607,course)	-class(r607,department)	-class(r607,faculty)	-class(r607,person)	-class(r607,researchproject)	-class(r607,staff)	-class(r607,student)
class(r608,Y)	+class(r608,course)	-class(r608,department)	-class(r608,faculty)	-class(r608,person)	-class(r608,researchproject)	-class(r608,staff)	-class(r608,student)
class(r609,Y)	+class(r609,course)	-class(r609,department)	-class(r609,faculty)	-class(r609,person)	-class(r609,researchproject)	-class(r609,staff)	-class(r609,student)
class(r611,Y)	+class(r611,course)	-class(r611,department)	-class(r611,faculty)	-class(r611,person)	-class(r611,researchproject)	-class(r611,staff)	-class(r611,student)
class(r612,Y)	+class(r612,course)	-class(r612,department)	-class(r612,faculty)	-class(r612,person)	-class(r612,researchproject)	-class(r612,staff)	-class(r612,student)
class(r610,Y)	+class(r610,course)	+class(r610,department)	-class(r610,faculty)	-class(r610,person)	-class(r610,researchproject)	-class(r610,staff)	-class(r610,student)
class(r613,Y)	+class(r613,course)	-class(r613,department)	-class(r613,faculty)	-class(r613,person)	-class(r613,researchproject)	-class(r613,staff)	-class(r613,student)
class(r614,Y)	+class(r614,course)	+class(r614,department)	-class(r614,faculty)	-class(r614,person)	-class(r614,researchproject)	-class(r614,staff)	-class(r614,student)
class(r615,Y)	+class(r615,course)	-class(r615,department)	-class(r615,faculty)	-class(r615,person)	-class(r615,researchproject)	-class(r615,staff)	-class(r615,student)
class(r616,Y)	+class(r616,course)	-class(r616,department)	-class(r616,faculty)	-class(r616,person)	-class(r616,researchproject)	-class(r616,staff)	-class(r616,student)
class(r617,Y)	+class(r617,course)	-class(r617,department)	-class(r617,faculty)	-class(r617,person)	-class(r617,researchproject)	-class(r617,staff)	-class(r617,student)
class(r619,Y)	+class(r619,course)	-class(r619,department)	-class(r619,faculty)	-class(r619,person)	-class(r619,researchproject)	-class(r619,staff)	-class(r619,student)
class(r618,Y)	+class(r618,course)	-class(r618,department)	-class(r618,faculty)	-class(r618,person)	-class(r618,researchproject)	-class(r618,staff)	-class(r618,student)
class(r620,Y)	+class(r620,course)	-class(r620,department)	-class(r620,faculty)	-class(r620,person)	-class(r620,researchproject)	-class(r620,staff)	-class(r620,student)
class(r621,Y)	+class(r621,course)	-class(r621,department)	-class(r621,faculty)	-class(r621,person)	-class(r621,researchproject)	-class(r621,staff)	-class(r621,student)
class(r622,Y)	+class(r622,course)	-class(r622,department)	-class(r622,faculty)	-class(r622,person)	-class(r622,researchproject)	-class(r622,staff)	-class(r622,student)
class(r623,Y)	+class(r623,course)	-class(r623,department)	-class(r623,faculty)	-class(r623,person)	-class(r623,researchproject)	-class(r623,staff)	-class(r623,student)
class(r624,Y)	+class(r624,course)	-class(r624,department)	-class(r624,faculty)	-class(r624,person)	-class(r624,researchproject)	-class(r624,staff)	-class(r624,student)
class(r625,Y)	+class(r625,course)	-class(r625,department)	-class(r625,faculty)	-class(r625,person)	-class(r625,researchproject)	-class(r625,staff)	-class(r625,student)
class(r626,Y)	+class(r626,person)	+class(r626,student)	-class(r626,course)	-class(r626,department)	-class(r626,faculty)	-class(r626,researchproject)	-class(r626,staff)
class(r627,Y)	+class(r627,person)	+class(r627,student)	-class(r627,course)	-class(r627,department)	-class(r627,faculty)	-class(r627,researchproject)	-class(r627,staff)
class(r629,Y)	+class(r629,researchproject)	-class(r629,course)	-class(r629,department)	-class(r629,faculty)	-class(r629,person)	-class(r629,staff)	-class(r629,student)
class(r628,Y)	+class(r628,person)	+class(r628,student)	-class(r628,course)	-class(r628,department)	-class(r628,faculty)	-class(r628,researchproject)	-class(r628,staff)
class(r630,Y)	+class(r630,person)	+class(r630,student)	-class(r630,course)	-class(r630,department)	-class(r630,faculty)	-class(r630,researchproject)	-class(r630,staff)
class(r631,Y)	+class(r631,person)	+class(r631,student)	-class(r631,course)	-class(r631,department)	-class(r631,faculty)	-class(r631,researchproject)	-class(r631,staff)
class(r632,Y)	+class(r632,faculty)	+class(r632,person)	-class(r632,course)	-class(r632,department)	-class(r632,researchproject)	-class(r632,staff)	-class(r632,student)
class(r633,Y)	+class(r633,person)	+class(r633,student)	-class(r633,course)	-class(r633,department)	-class(r633,faculty)	-class(r633,researchproject)	-class(r633,staff)
class(r634,Y)	+class(r634,person)	+class(r634,student)	-class(r634,course)	-class(r634,department)	-class(r634,faculty)	-class(r634,researchproject)	-class(r634,staff)
class(r635,Y)	+class(r635,person)	+class(r635,student)	-class(r635,course)	-class(r635,department)	-class(r635,faculty)	-class(r635,researchproject)	-class(r635,staff)
class(r636,Y)	+class(r636,faculty)	+class(r636,person)	-class(r636,course)	-class(r636,department)	-class(r636,researchproject)	-class(r636,staff)	-class(r636,student)
class(r637,Y)	+class(r637,person)	+class(r637,staff)	-class(r637,course)	-class(r637,department)	-class(r637,faculty)	-class(r637,researchproject)	-class(r637,student)
class(r638,Y)	+class(r638,faculty)	+class(r638,person)	-class(r638,course)	-class(r638,department)	-class(r638,researchproject)	-class(r638,staff)	-class(r638,student)
class(r639,Y)	+class(r639,person)	+class(r639,staff)	-class(r639,course)	-class(r639,department)	-class(r639,faculty)	-class(r639,researchproject)	-class(r639,student)
class(r640,Y)	+class(r640,faculty)	+class(r640,person)	-class(r640,course)	-class(r640,department)	-class(r640,researchproject)	-class(r640,staff)	-class(r640,student)
class(r641,Y)	+class(r641,person)	+class(r641,student)	-class(r641,course)	-class(r641,department)	-class(r641,faculty)	-class(r641,researchproject)	-class(r641,staff)
class(r642,Y)	+class(r642,person)	+class(r642,student)	-class(r642,course)	-class(r642,department)	-class(r642,faculty)	-class(r642,researchproject)	-class(r642,staff)
class(r643,Y)	+class(r643,person)	+class(r643,student)	-class(r643,course)	-class(r643,department)	-class(r643,faculty)	-class(r643,researchproject)	-class(r643,staff)
class(r644,Y)	+class(r644,person)	+class(r644,student)	-class(r644,course)	-class(r644,department)	-class(r644,faculty)	-class(r644,researchproject)	-class(r644,staff)
class(r645,Y)	+class(r645,person)	+class(r645,student)	-class(r645,course)	-class(r645,department)	-class(r645,faculty)	-class(r645,researchproject)	-class(r645,staff)
class(r646,Y)	+class(r646,person)	+class(r646,student)	-class(r646,course)	-class(r646,department)	-class(r646,faculty)	-class(r646,researchproject)	-class(r646,staff)
class(r647,Y)	+class(r647,person)	+class(r647,student)	-class(r647,course)	-class(r647,department)	-class(r647,faculty)	-class(r647,researchproject)	-class(r647,staff)
class(r648,Y)	+class(r648,person)	+class(r648,student)	-class(r648,course)	-class(r648,department)	-class(r648,faculty)	-class(r648,researchproject)	-class(r648,staff)
class(r649,Y)	+class(r649,person)	+class(r649,student)	-class(r649,course)	-class(r649,department)	-class(r649,faculty)	-class(r649,researchproject)	-class(r649,staff)
class(r650,Y)	+class(r650,person)	+class(r650,student)	-class(r650,course)	-class(r650,department)	-class(r650,faculty)	-class(r650,researchproject)	-class(r650,staff)
class(r651,Y)	+class(r651,person)	+class(r651,student)	-class(r651,course)	-class(r651,department)	-class(r651,faculty)	-class(r651,researchproject)	-class(r651,staff)
class(r652,Y)	+class(r652,person)	+class(r652,student)	-class(r652,course)	-class(r652,department)	-class(r652,faculty)	-class(r652,researchproject)	-class(r652,staff)
class(r653,Y)	+class(r653,person)	+class(r653,student)	-class(r653,course)	-class(r653,department)	-class(r653,faculty)	-class(r653,researchproject)	-class(r653,staff)
class(r654,Y)	+class(r654,department)	+class(r654,person)	+class(r654,student)	-class(r654,course)	-class(r654,faculty)	-class(r654,researchproject)	-class(r654,staff)
class(r655,Y)	+class(r655,person)	+class(r655,student)	-class(r655,course)	-class(r655,department)	-class(r655,faculty)	-class(r655,researchproject)	-class(r655,staff)
class(r656,Y)	+class(r656,person)	+class(r656,student)	-class(r656,course)	-class(r656,department)	-class(r656,faculty)	-class(r656,researchproject)	-class(r656,staff)
class(r657,Y)	+class(r657,person)	+class(r657,student)	-class(r657,course)	-class(r657,department)	-class(r657,faculty)	-class(r657,researchproject)	-class(r657,staff)
class(r658,Y)	+class(r658,person)	+class(r658,student)	-class(r658,course)	-class(r658,department)	-class(r658,faculty)	-class(r658,researchproject)	-class(r658,staff)
class(r659,Y)	+class(r659,faculty)	+class(r659,person)	-class(r659,course)	-class(r659,department)	-class(r659,researchproject)	-class(r659,staff)	-class(r659,student)
class(r660,Y)	+class(r660,person)	+class(r660,student)	-class(r660,course)	-class(r660,department)	-class(r660,faculty)	-class(r660,researchproject)	-class(r660,staff)
class(r661,Y)	+class(r661,person)	+class(r661,student)	-class(r661,course)	-class(r661,department)	-class(r661,faculty)	-class(r661,researchproject)	-class(r661,staff)
class(r662,Y)	+class(r662,person)	+class(r662,student)	-class(r662,course)	-class(r662,department)	-class(r662,faculty)	-class(r662,researchproject)	-class(r662,staff)
class(r663,Y)	+class(r663,person)	+class(r663,student)	-class(r663,course)	-class(r663,department)	-class(r663,faculty)	-class(r663,researchproject)	-class(r663,staff)
class(r664,Y)	+class(r664,person)	+class(r664,student)	-class(r664,course)	-class(r664,department)	-class(r664,faculty)	-class(r664,researchproject)	-class(r664,staff)
class(r665,Y)	+class(r665,person)	+class(r665,student)	-class(r665,course)	-class(r665,department)	-class(r665,faculty)	-class(r665,researchproject)	-class(r665,staff)
class(r666,Y)	+class(r666,faculty)	+class(r666,person)	-class(r666,course)	-class(r666,department)	-class(r666,researchproject)	-class(r666,staff)	-class(r666,student)
class(r667,Y)	+class(r667,person)	+class(r667,student)	-class(r667,course)	-class(r667,department)	-class(r667,faculty)	-class(r667,researchproject)	-class(r667,staff)
class(r668,Y)	+class(r668,person)	+class(r668,student)	-class(r668,course)	-class(r668,department)	-class(r668,faculty)	-class(r668,researchproject)	-class(r668,staff)
class(r669,Y)	+class(r669,faculty)	+class(r669,person)	-class(r669,course)	-class(r669,department)	-class(r669,researchproject)	-class(r669,staff)	-class(r669,student)
class(r670,Y)	+class(r670,person)	+class(r670,student)	-class(r670,course)	-class(r670,department)	-class(r670,faculty)	-class(r670,researchproject)	-class(r670,staff)
class(r671,Y)	+class(r671,person)	+class(r671,staff)	-class(r671,course)	-class(r671,department)	-class(r671,faculty)	-class(r671,researchproject)	-class(r671,student)
class(r672,Y)	+class(r672,person)	+class(r672,student)	-class(r672,course)	-class(r672,department)	-class(r672,faculty)	-class(r672,researchproject)	-class(r672,staff)
class(r673,Y)	+class(r673,person)	+class(r673,staff)	-class(r673,course)	-class(r673,department)	-class(r673,faculty)	-class(r673,researchproject)	-class(r673,student)
class(r674,Y)	+class(r674,person)	+class(r674,student)	-class(r674,course)	-class(r674,department)	-class(r674,faculty)	-class(r674,researchproject)	-class(r674,staff)
class(r675,Y)	+class(r675,person)	+class(r675,student)	-class(r675,course)	-class(r675,department)	-class(r675,faculty)	-class(r675,researchproject)	-class(r675,staff)
class(r676,Y)	+class(r676,faculty)	+class(r676,person)	-class(r676,course)	-class(r676,department)	-class(r676,researchproject)	-class(r676,staff)	-class(r676,student)
class(r677,Y)	+class(r677,person)	+class(r677,staff)	-class(r677,course)	-class(r677,department)	-class(r677,faculty)	-class(r677,researchproject)	-class(r677,student)
class(r678,Y)	+class(r678,person)	+class(r678,student)	-class(r678,course)	-class(r678,department)	-class(r678,faculty)	-class(r678,researchproject)	-class(r678,staff)
class(r679,Y)	+class(r679,person)	+class(r679,student)	-class(r679,course)	-class(r679,department)	-class(r679,faculty)	-class(r679,researchproject)	-class(r679,staff)
class(r680,Y)	+class(r680,person)	+class(r680,student)	-class(r680,course)	-class(r680,department)	-class(r680,faculty)	-class(r680,researchproject)	-class(r680,staff)
class(r681,Y)	+class(r681,person)	+class(r681,student)	-class(r681,course)	-class(r681,department)	-class(r681,faculty)	-class(r681,researchproject)	-class(r681,staff)
class(r682,Y)	+class(r682,person)	+class(r682,student)	-class(r682,course)	-class(r682,department)	-class(r682,faculty)	-class(r682,researchproject)	-class(r682,staff)
class(r683,Y)	+class(r683,person)	+class(r683,student)	-class(r683,course)	-class(r683,department)	-class(r683,faculty)	-class(r683,researchproject)	-class(r683,staff)
class(r684,Y)	+class(r684,person)	+class(r684,student)	-class(r684,course)	-class(r684,department)	-class(r684,faculty)	-class(r684,researchproject)	-class(r684,staff)
class(r685,Y)	+class(r685,person)	+class(r685,student)	-class(r685,course)	-class(r685,department)	-class(r685,faculty)	-class(r685,researchproject)	-class(r685,staff)
class(r686,Y)	+class(r686,person)	+class(r686,student)	-class(r686,course)	-class(r686,department)	-class(r686,faculty)	-class(r686,researchproject)	-class(r686,staff)
class(r687,Y)	+class(r687,person)	+class(r687,staff)	-class(r687,course)	-class(r687,department)	-class(r687,faculty)	-class(r687,researchproject)	-class(r687,student)
class(r688,Y)	+class(r688,person)	+class(r688,student)	-class(r688,course)	-class(r688,department)	-class(r688,faculty)	-class(r688,researchproject)	-class(r688,staff)
class(r689,Y)	+class(r689,person)	+class(r689,student)	-class(r689,course)	-class(r689,department)	-class(r689,faculty)	-class(r689,researchproject)	-class(r689,staff)
class(r690,Y)	+class(r690,person)	+class(r690,student)	-class(r690,course)	-class(r690,department)	-class(r690,faculty)	-class(r690,researchproject)	-class(r690,staff)
class(r691,Y)	+class(r691,person)	+class(r691,student)	-class(r691,course)	-class(r691,department)	-class(r691,faculty)	-class(r691,researchproject)	-class(r691,staff)
class(r692,Y)	+class(r692,person)	+class(r692,staff)	-class(r692,course)	-class(r692,department)	-class(r692,faculty)	-class(r692,researchproject)	-class(r692,student)
class(r693,Y)	+class(r693,person)	+class(r693,student)	-class(r693,course)	-class(r693,department)	-class(r693,faculty)	-class(r693,researchproject)	-class(r693,staff)
class(r694,Y)	+class(r694,person)	+class(r694,student)	-class(r694,course)	-class(r694,department)	-class(r694,faculty)	-class(r694,researchproject)	-class(r694,staff)
class(r695,Y)	+class(r695,person)	+class(r695,student)	-class(r695,course)	-class(r695,department)	-class(r695,faculty)	-class(r695,researchproject)	-class(r695,staff)
class(r696,Y)	+class(r696,person)	+class(r696,student)	-class(r696,course)	-class(r696,department)	-class(r696,faculty)	-class(r696,researchproject)	-class(r696,staff)
class(r697,Y)	+class(r697,person)	+class(r697,student)	-class(r697,course)	-class(r697,department)	-class(r697,faculty)	-class(r697,researchproject)	-class(r697,staff)
class(r698,Y)	+class(r698,person)	+class(r698,student)	-class(r698,course)	-class(r698,department)	-class(r698,faculty)	-class(r698,researchproject)	-class(r698,staff)
class(r699,Y)	+class(r699,person)	+class(r699,student)	-class(r699,course)	-class(r699,department)	-class(r699,faculty)	-class(r699,researchproject)	-class(r699,staff)
class(r700,Y)	+class(r700,person)	+class(r700,student)	-class(r700,course)	-class(r700,department)	-class(r700,faculty)	-class(r700,researchproject)	-class(r700,staff)
class(r701,Y)	+class(r701,faculty)	+class(r701,person)	-class(r701,course)	-class(r701,department)	-class(r701,researchproject)	-class(r701,staff)	-class(r701,student)
class(r702,Y)	+class(r702,person)	+class(r702,student)	-class(r702,course)	-class(r702,department)	-class(r702,faculty)	-class(r702,researchproject)	-class(r702,staff)
class(r703,Y)	+class(r703,person)	+class(r703,student)	-class(r703,course)	-class(r703,department)	-class(r703,faculty)	-class(r703,researchproject)	-class(r703,staff)
class(r704,Y)	+class(r704,person)	+class(r704,student)	-class(r704,course)	-class(r704,department)	-class(r704,faculty)	-class(r704,researchproject)	-class(r704,staff)
class(r705,Y)	+class(r705,person)	+class(r705,student)	-class(r705,course)	-class(r705,department)	-class(r705,faculty)	-class(r705,researchproject)	-class(r705,staff)
class(r706,Y)	+class(r706,person)	+class(r706,staff)	-class(r706,course)	-class(r706,department)	-class(r706,faculty)	-class(r706,researchproject)	-class(r706,student)
class(r707,Y)	+class(r707,faculty)	+class(r707,person)	-class(r707,course)	-class(r707,department)	-class(r707,researchproject)	-class(r707,staff)	-class(r707,student)
class(r708,Y)	+class(r708,person)	+class(r708,staff)	-class(r708,course)	-class(r708,department)	-class(r708,faculty)	-class(r708,researchproject)	-class(r708,student)
class(r709,Y)	+class(r709,faculty)	+class(r709,person)	-class(r709,course)	-class(r709,department)	-class(r709,researchproject)	-class(r709,staff)	-class(r709,student)
class(r710,Y)	+class(r710,faculty)	-class(r710,course)	-class(r710,department)	-class(r710,person)	-class(r710,researchproject)	-class(r710,staff)	-class(r710,student)
class(r711,Y)	+class(r711,researchproject)	-class(r711,course)	-class(r711,department)	-class(r711,faculty)	-class(r711,person)	-class(r711,staff)	-class(r711,student)
class(r710,Y)	+class(r710,person)	-class(r710,course)	-class(r710,department)	-class(r710,faculty)	-class(r710,researchproject)	-class(r710,staff)	-class(r710,student)
class(r712,Y)	+class(r712,person)	+class(r712,student)	-class(r712,course)	-class(r712,department)	-class(r712,faculty)	-class(r712,researchproject)	-class(r712,staff)
class(r713,Y)	+class(r713,person)	+class(r713,student)	-class(r713,course)	-class(r713,department)	-class(r713,faculty)	-class(r713,researchproject)	-class(r713,staff)
class(r714,Y)	+class(r714,person)	+class(r714,student)	-class(r714,course)	-class(r714,department)	-class(r714,faculty)	-class(r714,researchproject)	-class(r714,staff)
class(r715,Y)	+class(r715,person)	+class(r715,student)	-class(r715,course)	-class(r715,department)	-class(r715,faculty)	-class(r715,researchproject)	-class(r715,staff)
class(r716,Y)	+class(r716,person)	+class(r716,student)	-class(r716,course)	-class(r716,department)	-class(r716,faculty)	-class(r716,researchproject)	-class(r716,staff)
class(r717,Y)	+class(r717,person)	+class(r717,student)	-class(r717,course)	-class(r717,department)	-class(r717,faculty)	-class(r717,researchproject)	-class(r717,staff)
