# proved 1	predict(test00581,X1)  #v:[?].	269 msec
3	0.12961473791640218	predict(test01014,earn).
4	0.12329822595756836	predict(test01014,crude).
5	0.11518831176006282	predict(test01014,interest).
6	0.11396059112892414	predict(test01014,money-fx).
7	0.11202692602279361	predict(test01014,trade).
8	0.11099406821453303	predict(test01014,grain).
# proved 1553	predict(test01688,X1)  #v:[?].	2 msec
1	0.24011574753554152	predict(test01688,earn).
2	0.14841624012898771	predict(test01688,acq).
3	0.14731722135123856	predict(test01688,trade).
4	0.13940159349021436	predict(test01688,crude).
5	0.13402152167105838	predict(test01688,money-fx).
6	0.11678437826036935	predict(test01688,interest).
7	0.0739432975625901	predict(test01688,grain).
# proved 1554	predict(test00943,X1)  #v:[?].	3 msec
1	0.4744232218681573	predict(test00943,ship).
2	0.37333473509610116	predict(test00943,interest).
3	0.15224204303574154	predict(test00943,grain).
# proved 1555	predict(test00405,X1)  #v:[?].	3 msec
1	0.7139841265895812	predict(test00405,earn).
2	0.28601587341041884	predict(test00405,ship).
# proved 1556	predict(test02164,X1)  #v:[?].	1 msec
1	0.5054615290125175	predict(test02164,acq).
2	0.4945384709874825	predict(test02164,ship).
# proved 1557	predict(test01295,X1)  #v:[?].	5 msec
1	0.1779808084446355	predict(test01295,ship).
2	0.17074942570804635	predict(test01295,acq).
3	0.13380358774855972	predict(test01295,earn).
4	0.12920489738301602	predict(test01295,crude).
5	0.11095438144939157	predict(test01295,money-fx).
6	0.10626572166792629	predict(test01295,grain).
7	0.08712524203378164	predict(test01295,interest).
8	0.08391593556464294	predict(test01295,trade).
# proved 1558	predict(test00120,X1)  #v:[?].	15 msec
1	0.1343295904941381	predict(test00120,ship).
2	0.13201617966272475	predict(test00120,acq).
3	0.1281975046192929	predict(test00120,earn).
4	0.1240856113614931	predict(test00120,grain).
5	0.12270774952580829	predict(test00120,crude).
6	0.12214715407302329	predict(test00120,money-fx).
7	0.11927007027882462	predict(test00120,trade).
8	0.1172461399846948	predict(test00120,interest).
# proved 1559	predict(test00362,X1)  #v:[?].	3 msec
1	1.0	predict(test00362,earn).
# proved 1560	predict(test01466,X1)  #v:[?].	2 msec
1	1.0	predict(test01466,earn).
# proved 1561	predict(test02008,X1)  #v:[?].	2 msec
1	0.23775551000945183	predict(test02008,earn).
2	0.1464572280247438	predict(test02008,trade).
3	0.1361797051545215	predict(test02008,money-fx).
4	0.13006109248470016	predict(test02008,crude).
5	0.1172866273406925	predict(test02008,interest).
6	0.11668001351813662	predict(test02008,grain).
7	0.11557982346775365	predict(test02008,acq).
# proved 1562	predict(test02079,X1)  #v:[?].	4 msec
1	0.7041025152501651	predict(test02079,earn).
2	0.29589748474983485	predict(test02079,ship).
# proved 1563	predict(test01445,X1)  #v:[?].	5 msec
1	0.1407732462702751	predict(test01445,ship).
2	0.13814902780063723	predict(test01445,acq).
3	0.12349490732934386	predict(test01445,earn).
4	0.12172190875515396	predict(test01445,money-fx).
5	0.12156708167964188	predict(test01445,crude).
6	0.11875488174093718	predict(test01445,trade).
7	0.11871171196129875	predict(test01445,grain).
8	0.1168272344627122	predict(test01445,interest).
# proved 1564	predict(test00908,X1)  #v:[?].	2 msec
1	0.21581727898483352	predict(test00908,earn).
2	0.13908522296260392	predict(test00908,ship).
3	0.13154622044221403	predict(test00908,trade).
4	0.11892098065924085	predict(test00908,grain).
5	0.11087593518559778	predict(test00908,money-fx).
6	0.10861517107063098	predict(test00908,acq).
7	0.09716790906562278	predict(test00908,crude).
8	0.07797128162925605	predict(test00908,interest).
# proved 1565	predict(test00828,X1)  #v:[?].	16 msec
1	0.1601481623316646	predict(test00828,ship).
2	0.15470838426397338	predict(test00828,trade).
3	0.1244812146363341	predict(test00828,money-fx).
4	0.12259689412421862	predict(test00828,grain).
5	0.12214854305659457	predict(test00828,crude).
6	0.10761944510176143	predict(test00828,interest).
7	0.10497150943332442	predict(test00828,earn).
8	0.10332584705212901	predict(test00828,acq).
# proved 1566	predict(test01585,X1)  #v:[?].	4 msec
1	0.39849146833947235	predict(test01585,earn).
2	0.35682291567965013	predict(test01585,ship).
3	0.2392024488837239	predict(test01585,acq).
4	0.005483167097153621	predict(test01585,trade).
# proved 1567	predict(test00735,X1)  #v:[?].	2 msec
1	0.4411200700229313	predict(test00735,earn).
2	0.2189426472462265	predict(test00735,interest).
3	0.18990530877824383	predict(test00735,money-fx).
4	0.09646278149495574	predict(test00735,trade).
5	0.0535691924576426	predict(test00735,crude).
# proved 1568	predict(test00652,X1)  #v:[?].	3 msec
1	0.959896022575493	predict(test00652,earn).
2	0.04010397742450703	predict(test00652,trade).
# proved 1569	predict(test01839,X1)  #v:[?].	8 msec
1	0.5109054350429952	predict(test01839,acq).
2	0.4890945649570048	predict(test01839,ship).
# proved 1570	predict(test00627,X1)  #v:[?].	3 msec
1	1.0	predict(test00627,earn).
# proved 1571	predict(test01151,X1)  #v:[?].	3 msec
1	0.47613697692437945	predict(test01151,earn).
2	0.40585299889367155	predict(test01151,ship).
3	0.11801002418194903	predict(test01151,interest).
# proved 1572	predict(test01953,X1)  #v:[?].	4 msec
1	0.17883050309503398	predict(test01953,ship).
2	0.17555023529068142	predict(test01953,acq).
3	0.16553744737679082	predict(test01953,earn).
4	0.13059548072917024	predict(test01953,crude).
5	0.10608234534161642	predict(test01953,trade).
6	0.09361445518773552	predict(test01953,money-fx).
7	0.08427366623241843	predict(test01953,interest).
8	0.06551586674655314	predict(test01953,grain).
# proved 1573	predict(test00837,X1)  #v:[?].	1 msec
1	0.5573069252415392	predict(test00837,crude).
2	0.43738568662734717	predict(test00837,acq).
3	0.005307388131113678	predict(test00837,earn).
# proved 1574	predict(test00251,X1)  #v:[?].	3 msec
1	0.6335166850778144	predict(test00251,earn).
2	0.36648331492218555	predict(test00251,ship).
# proved 1575	predict(test00674,X1)  #v:[?].	3 msec
1	0.6790147907097137	predict(test00674,earn).
2	0.22108740959659917	predict(test00674,acq).
3	0.09989779969368714	predict(test00674,trade).
# proved 1576	predict(test00539,X1)  #v:[?].	2 msec
1	1.0	predict(test00539,earn).
# proved 1577	predict(test00427,X1)  #v:[?].	2 msec
1	0.66024400937818	predict(test00427,acq).
2	0.33975599062181994	predict(test00427,earn).
# proved 1578	predict(test01660,X1)  #v:[?].	3 msec
1	0.9063535462032272	predict(test01660,earn).
2	0.09364645379677279	predict(test01660,trade).
# proved 1579	predict(test02128,X1)  #v:[?].	3 msec
1	1.0	predict(test02128,earn).
# proved 1580	predict(test00354,X1)  #v:[?].	2 msec
1	0.5389657090756088	predict(test00354,earn).
2	0.4610342909243912	predict(test00354,ship).
# proved 1581	predict(test00690,X1)  #v:[?].	2 msec
1	0.24673885112335495	predict(test00690,earn).
2	0.15182163255782916	predict(test00690,grain).
3	0.14622797984367966	predict(test00690,trade).
4	0.13278659051275127	predict(test00690,money-fx).
5	0.11678482241616721	predict(test00690,crude).
6	0.11497267844787797	predict(test00690,interest).
7	0.09066744509833997	predict(test00690,acq).
# proved 1582	predict(test01822,X1)  #v:[?].	6 msec
1	0.14024160793475562	predict(test01822,ship).
2	0.13035669372039224	predict(test01822,crude).
3	0.12455363455527395	predict(test01822,money-fx).
4	0.12305754908506882	predict(test01822,trade).
5	0.1227537634855566	predict(test01822,acq).
6	0.12140937694927201	predict(test01822,earn).
7	0.12021857703777773	predict(test01822,grain).
8	0.11740879723190312	predict(test01822,interest).
# proved 1583	predict(test02150,X1)  #v:[?].	3 msec
1	0.6414494706672015	predict(test02150,earn).
2	0.35855052933279846	predict(test02150,ship).
# proved 1584	predict(test01942,X1)  #v:[?].	2 msec
1	0.4678737792322725	predict(test01942,earn).
2	0.21804748819577646	predict(test01942,trade).
3	0.2013833702059285	predict(test01942,money-fx).
4	0.07189935611423778	predict(test01942,interest).
5	0.04079600625178477	predict(test01942,crude).
# proved 1585	predict(test00636,X1)  #v:[?].	4 msec
1	0.1587021058672283	predict(test00636,acq).
2	0.15332769614208422	predict(test00636,ship).
3	0.13257848314523432	predict(test00636,earn).
4	0.1321994687057034	predict(test00636,crude).
5	0.11165639915561769	predict(test00636,trade).
6	0.10664694087034905	predict(test00636,money-fx).
7	0.10586982191577973	predict(test00636,interest).
8	0.09901908419800319	predict(test00636,grain).
# proved 1586	predict(test00143,X1)  #v:[?].	2 msec
1	0.89317284439606	predict(test00143,earn).
2	0.10682715560393993	predict(test00143,ship).
# proved 1587	predict(test00045,X1)  #v:[?].	5 msec
1	0.5063792673392407	predict(test00045,ship).
2	0.49362073266075923	predict(test00045,acq).
# proved 1588	predict(test00391,X1)  #v:[?].	3 msec
1	1.0	predict(test00391,earn).
# proved 1589	predict(test01829,X1)  #v:[?].	3 msec
1	0.2634438154987093	predict(test01829,earn).
2	0.20681587691877282	predict(test01829,ship).
3	0.1524519561811679	predict(test01829,money-fx).
4	0.14300277298899178	predict(test01829,interest).
5	0.13243955672247082	predict(test01829,trade).
6	0.08045059159383043	predict(test01829,crude).
7	0.02139543009605689	predict(test01829,grain).
# proved 1590	predict(test00383,X1)  #v:[?].	2 msec
1	1.0	predict(test00383,earn).
# proved 1591	predict(test01604,X1)  #v:[?].	1 msec
1	1.0	predict(test01604,earn).
# proved 1592	predict(test00825,X1)  #v:[?].	2 msec
1	0.22967156203200031	predict(test00825,ship).
2	0.21651414108385963	predict(test00825,acq).
3	0.19579243186064751	predict(test00825,earn).
4	0.1524511356452042	predict(test00825,money-fx).
5	0.11597859802625313	predict(test00825,interest).
6	0.060413073621893854	predict(test00825,trade).
7	0.02917905773014139	predict(test00825,grain).
# proved 1593	predict(test00448,X1)  #v:[?].	10 msec
1	0.17982012681294066	predict(test00448,ship).
2	0.16778294030704616	predict(test00448,money-fx).
3	0.15281473963274428	predict(test00448,interest).
4	0.15174413555650484	predict(test00448,trade).
5	0.12146303276764572	predict(test00448,acq).
6	0.1199627988543142	predict(test00448,grain).
7	0.10641222606880422	predict(test00448,crude).
# proved 1594	predict(test00624,X1)  #v:[?].	3 msec
1	0.5310679733082376	predict(test00624,earn).
2	0.4689320266917623	predict(test00624,ship).
# proved 1595	predict(test00826,X1)  #v:[?].	4 msec
1	0.42164350080113894	predict(test00826,acq).
2	0.31093388393835486	predict(test00826,earn).
3	0.2674226152605062	predict(test00826,ship).
# proved 1596	predict(test01073,X1)  #v:[?].	4 msec
1	0.16497260750110798	predict(test01073,acq).
2	0.14953674055138674	predict(test01073,ship).
3	0.1341279569458127	predict(test01073,earn).
4	0.12969732603732564	predict(test01073,money-fx).
5	0.11959296641123458	predict(test01073,crude).
6	0.1165378276157375	predict(test01073,trade).
7	0.11224974548487691	predict(test01073,grain).
8	0.07328482945251795	predict(test01073,interest).
# proved 1597	predict(test01858,X1)  #v:[?].	8 msec
1	0.19636019391994702	predict(test01858,ship).
2	0.18007520089182122	predict(test01858,crude).
3	0.15808131681218213	predict(test01858,earn).
4	0.12522165338242094	predict(test01858,money-fx).
5	0.12196478415613864	predict(test01858,grain).
6	0.0986937206927596	predict(test01858,trade).
7	0.060202474438419855	predict(test01858,acq).
8	0.05940065570631066	predict(test01858,interest).
# proved 1598	predict(test00873,X1)  #v:[?].	2 msec
1	0.22809807454907655	predict(test00873,earn).
2	0.18509200252844077	predict(test00873,crude).
3	0.1378777966379018	predict(test00873,trade).
4	0.1267412656749126	predict(test00873,interest).
5	0.12529736367769923	predict(test00873,ship).
6	0.12215132828974294	predict(test00873,money-fx).
7	0.07474216864222617	predict(test00873,grain).
# proved 1599	predict(test00631,X1)  #v:[?].	3 msec
1	0.4663555855596562	predict(test00631,earn).
2	0.2556156731052684	predict(test00631,money-fx).
3	0.22995461482483712	predict(test00631,interest).
4	0.048074126510238215	predict(test00631,trade).
# proved 1600	predict(test01727,X1)  #v:[?].	3 msec
1	0.2684694137123583	predict(test01727,earn).
2	0.2510619109604314	predict(test01727,ship).
3	0.1833949529978633	predict(test01727,acq).
4	0.14521279261159672	predict(test01727,trade).
5	0.05441729664912127	predict(test01727,money-fx).
6	0.04580268272773691	predict(test01727,crude).
7	0.037826616235956886	predict(test01727,interest).
8	0.01381433410493532	predict(test01727,grain).
# proved 1601	predict(test01912,X1)  #v:[?].	3 msec
1	0.23696348240522086	predict(test01912,earn).
2	0.14932780679129543	predict(test01912,trade).
3	0.1336382488414477	predict(test01912,money-fx).
4	0.12702396122555357	predict(test01912,crude).
5	0.12138479208222494	predict(test01912,acq).
6	0.11634895730817164	predict(test01912,grain).
7	0.11531275134608585	predict(test01912,interest).
# proved 1602	predict(test00510,X1)  #v:[?].	1 msec
1	1.0	predict(test00510,earn).
# proved 1603	predict(test00901,X1)  #v:[?].	5 msec
1	0.22912919861343406	predict(test00901,acq).
2	0.2211461696947901	predict(test00901,ship).
3	0.18554633355034383	predict(test00901,earn).
4	0.13762067227136626	predict(test00901,trade).
5	0.09389986877564853	predict(test00901,grain).
6	0.08322463154933782	predict(test00901,crude).
7	0.04943312554507954	predict(test00901,money-fx).
# proved 1604	predict(test00779,X1)  #v:[?].	4 msec
1	0.2847040123569187	predict(test00779,earn).
2	0.2529658407624147	predict(test00779,ship).
3	0.15321390305147534	predict(test00779,trade).
4	0.11311552502677819	predict(test00779,interest).
5	0.09743501156664162	predict(test00779,money-fx).
6	0.07888081013349177	predict(test00779,acq).
7	0.019684897102279688	predict(test00779,crude).
# proved 1605	predict(test01412,X1)  #v:[?].	4 msec
1	0.31495389615914776	predict(test01412,acq).
2	0.24000741718793306	predict(test01412,earn).
3	0.17858299804200817	predict(test01412,ship).
4	0.15523125795486195	predict(test01412,crude).
5	0.10205677542861549	predict(test01412,grain).
6	0.009167655227433655	predict(test01412,interest).
# proved 1606	predict(test01393,X1)  #v:[?].	8 msec
1	0.15973267106586622	predict(test01393,ship).
2	0.13707702769876562	predict(test01393,trade).
3	0.1291399984481687	predict(test01393,interest).
4	0.12674552911691978	predict(test01393,earn).
5	0.12142963187913353	predict(test01393,grain).
6	0.11877533417869857	predict(test01393,money-fx).
7	0.1171404466322404	predict(test01393,crude).
8	0.08995936098020696	predict(test01393,acq).
# proved 1607	predict(test00258,X1)  #v:[?].	4 msec
1	0.36464034159842856	predict(test00258,ship).
2	0.3293365507968965	predict(test00258,money-fx).
3	0.15744866020454218	predict(test00258,interest).
4	0.1485744474001327	predict(test00258,acq).
# proved 1608	predict(test01094,X1)  #v:[?].	12 msec
1	0.1461314420392212	predict(test01094,ship).
2	0.1369184338963896	predict(test01094,trade).
3	0.1273475512677973	predict(test01094,grain).
4	0.12490693417710352	predict(test01094,crude).
5	0.12427522524052508	predict(test01094,earn).
6	0.12347617194281683	predict(test01094,money-fx).
7	0.11549160573856566	predict(test01094,acq).
8	0.10145263569758092	predict(test01094,interest).
# proved 1609	predict(test01254,X1)  #v:[?].	2 msec
1	0.20095443720605563	predict(test01254,acq).
2	0.18518905110206932	predict(test01254,ship).
3	0.16483823557305308	predict(test01254,earn).
4	0.1102335791174818	predict(test01254,trade).
5	0.10590119349326961	predict(test01254,money-fx).
6	0.09710544602667882	predict(test01254,crude).
7	0.06906045760420312	predict(test01254,interest).
8	0.06671759987718856	predict(test01254,grain).
# proved 1610	predict(test01952,X1)  #v:[?].	2 msec
1	1.0	predict(test01952,acq).
# proved 1611	predict(test01051,X1)  #v:[?].	3 msec
1	1.0	predict(test01051,earn).
# proved 1612	predict(test01181,X1)  #v:[?].	2 msec
1	0.5302185910858566	predict(test01181,crude).
2	0.4697814089141435	predict(test01181,earn).
# proved 1613	predict(test01987,X1)  #v:[?].	3 msec
1	0.371416072245857	predict(test01987,earn).
2	0.32739085774728366	predict(test01987,ship).
3	0.3011930700068594	predict(test01987,acq).
# proved 1614	predict(test00514,X1)  #v:[?].	2 msec
1	0.4366044221340614	predict(test00514,earn).
2	0.36984505034456455	predict(test00514,ship).
3	0.19355052752137408	predict(test00514,acq).
# proved 1615	predict(test00619,X1)  #v:[?].	3 msec
1	0.5309448675959303	predict(test00619,earn).
2	0.46905513240406965	predict(test00619,ship).
# proved 1616	predict(test00020,X1)  #v:[?].	9 msec
1	0.17324321339252857	predict(test00020,ship).
2	0.15922571912042094	predict(test00020,acq).
3	0.14924711514193123	predict(test00020,earn).
4	0.13603348703289966	predict(test00020,money-fx).
5	0.13498673102019693	predict(test00020,trade).
6	0.12228280764110191	predict(test00020,grain).
7	0.10540333721517	predict(test00020,crude).
8	0.019577589435750654	predict(test00020,interest).
# proved 1617	predict(test00267,X1)  #v:[?].	2 msec
1	0.2810618021382534	predict(test00267,earn).
2	0.23718369687917396	predict(test00267,acq).
3	0.2271431735046312	predict(test00267,ship).
4	0.08639130130043854	predict(test00267,trade).
5	0.07471270321672187	predict(test00267,money-fx).
6	0.07229245549008209	predict(test00267,grain).
7	0.021214867470698975	predict(test00267,crude).
# proved 1618	predict(test02095,X1)  #v:[?].	7 msec
1	0.50903696662037	predict(test02095,earn).
2	0.4909630333796299	predict(test02095,ship).
# proved 1619	predict(test01603,X1)  #v:[?].	2 msec
1	0.3239885032760509	predict(test01603,earn).
2	0.2235179479021911	predict(test01603,ship).
3	0.12722878342331248	predict(test01603,crude).
4	0.12126249502233027	predict(test01603,acq).
5	0.1053283574522237	predict(test01603,trade).
6	0.09867391292389154	predict(test01603,money-fx).
# proved 1620	predict(test01477,X1)  #v:[?].	5 msec
1	0.3021553422677484	predict(test01477,ship).
2	0.2991800216930093	predict(test01477,acq).
3	0.26777223582346305	predict(test01477,earn).
4	0.12147070895850667	predict(test01477,crude).
5	0.00942169125727269	predict(test01477,grain).
# proved 1621	predict(test01059,X1)  #v:[?].	14 msec
1	0.16879514899586737	predict(test01059,acq).
2	0.16874150179382266	predict(test01059,ship).
3	0.1440128815425378	predict(test01059,earn).
4	0.12873718933084038	predict(test01059,interest).
5	0.11553798154268942	predict(test01059,grain).
6	0.10806976464636531	predict(test01059,trade).
7	0.10460176814981036	predict(test01059,money-fx).
8	0.06150376399806676	predict(test01059,crude).
# proved 1622	predict(test01675,X1)  #v:[?].	9 msec
1	0.3007395556695853	predict(test01675,ship).
2	0.29972731446117934	predict(test01675,acq).
3	0.14401923735547562	predict(test01675,grain).
4	0.13948273990661403	predict(test01675,money-fx).
5	0.11603115260714571	predict(test01675,trade).
# proved 1623	predict(test00932,X1)  #v:[?].	2 msec
1	0.4182718840522555	predict(test00932,acq).
2	0.2943905745271803	predict(test00932,earn).
3	0.2873375414205641	predict(test00932,ship).
# proved 1624	predict(test00768,X1)  #v:[?].	3 msec
1	0.20301469256526397	predict(test00768,earn).
2	0.1507469151831845	predict(test00768,ship).
3	0.13545056809387082	predict(test00768,acq).
4	0.12198948074162354	predict(test00768,trade).
5	0.11862589708615792	predict(test00768,crude).
6	0.1029467230684482	predict(test00768,money-fx).
7	0.0891576532894325	predict(test00768,grain).
8	0.07806806997201855	predict(test00768,interest).
# proved 1625	predict(test01816,X1)  #v:[?].	5 msec
1	0.4092173447485353	predict(test01816,ship).
2	0.33124034552677545	predict(test01816,interest).
3	0.24858720270666115	predict(test01816,money-fx).
4	0.01095510701802806	predict(test01816,trade).
# proved 1626	predict(test01150,X1)  #v:[?].	3 msec
1	0.6432741490186749	predict(test01150,earn).
2	0.3567258509813251	predict(test01150,ship).
# proved 1627	predict(test01635,X1)  #v:[?].	4 msec
1	0.4267021344776672	predict(test01635,earn).
2	0.23432317806056296	predict(test01635,ship).
3	0.12127809461698175	predict(test01635,trade).
4	0.09680025037793567	predict(test01635,crude).
5	0.09612963995710277	predict(test01635,money-fx).
6	0.024766702509749675	predict(test01635,interest).
# proved 1628	predict(test00356,X1)  #v:[?].	3 msec
1	0.24931557670591842	predict(test00356,ship).
2	0.2398692974866859	predict(test00356,acq).
3	0.227490937866289	predict(test00356,earn).
4	0.1066425011036148	predict(test00356,trade).
5	0.09119368265729791	predict(test00356,crude).
6	0.06924278404414956	predict(test00356,money-fx).
7	0.01624522013604448	predict(test00356,grain).
# proved 1629	predict(test01612,X1)  #v:[?].	2 msec
1	1.0	predict(test01612,earn).
# proved 1630	predict(test00895,X1)  #v:[?].	3 msec
1	0.6096403772749246	predict(test00895,earn).
2	0.16749500928082656	predict(test00895,trade).
3	0.14862762930974963	predict(test00895,interest).
4	0.0742369841344991	predict(test00895,money-fx).
# proved 1631	predict(test00212,X1)  #v:[?].	11 msec
1	0.1328123897365299	predict(test00212,ship).
2	0.1320338594679511	predict(test00212,money-fx).
3	0.12928939813190776	predict(test00212,interest).
4	0.12638752730133107	predict(test00212,earn).
5	0.12254341096062091	predict(test00212,trade).
6	0.12181138483126062	predict(test00212,grain).
7	0.1182849297462923	predict(test00212,acq).
8	0.11683709982410626	predict(test00212,crude).
# proved 1632	predict(test00921,X1)  #v:[?].	4 msec
1	0.328293677034119	predict(test00921,acq).
2	0.2598451922450656	predict(test00921,ship).
3	0.2225183542141639	predict(test00921,earn).
4	0.18934277650665146	predict(test00921,crude).
# proved 1633	predict(test01458,X1)  #v:[?].	7 msec
1	0.1802951478745963	predict(test01458,ship).
2	0.15103279751609394	predict(test01458,interest).
3	0.1483811267218361	predict(test01458,acq).
4	0.14094911063490392	predict(test01458,earn).
5	0.10675992121488027	predict(test01458,trade).
6	0.1050267917285672	predict(test01458,grain).
7	0.09821638439010898	predict(test01458,money-fx).
8	0.06933871991901346	predict(test01458,crude).
# proved 1634	predict(test00360,X1)  #v:[?].	5 msec
1	0.14102123675062334	predict(test00360,ship).
2	0.13945672179159185	predict(test00360,earn).
3	0.12710315180825685	predict(test00360,crude).
4	0.12569764725205962	predict(test00360,trade).
5	0.12091252336723955	predict(test00360,grain).
6	0.11790877660618342	predict(test00360,interest).
7	0.11432450872740883	predict(test00360,acq).
8	0.11357543369663661	predict(test00360,money-fx).
# proved 1635	predict(test00433,X1)  #v:[?].	2 msec
1	0.23528603233422304	predict(test00433,earn).
2	0.16099590629581464	predict(test00433,trade).
3	0.15265164769547954	predict(test00433,crude).
4	0.152048540091948	predict(test00433,money-fx).
5	0.1504082350168442	predict(test00433,interest).
6	0.13081509544327724	predict(test00433,grain).
7	0.01779454312241344	predict(test00433,acq).
# proved 1636	predict(test01519,X1)  #v:[?].	3 msec
1	0.21358920172845458	predict(test01519,earn).
2	0.17572333791331352	predict(test01519,ship).
3	0.13193802228340476	predict(test01519,trade).
4	0.1093229958840461	predict(test01519,interest).
5	0.0995471700338713	predict(test01519,money-fx).
6	0.09793198101870505	predict(test01519,crude).
7	0.09090011958026664	predict(test01519,acq).
8	0.08104717155793803	predict(test01519,grain).
# proved 1637	predict(test01316,X1)  #v:[?].	5 msec
1	0.5889626559501111	predict(test01316,acq).
2	0.3254606225845383	predict(test01316,earn).
3	0.08557672146535053	predict(test01316,ship).
# proved 1638	predict(test01464,X1)  #v:[?].	4 msec
1	0.5143635171735228	predict(test01464,acq).
2	0.4856364828264772	predict(test01464,ship).
# proved 1639	predict(test01082,X1)  #v:[?].	5 msec
1	0.19074896629113966	predict(test01082,acq).
2	0.1889710802692238	predict(test01082,ship).
3	0.16240706057113907	predict(test01082,earn).
4	0.12718499977775452	predict(test01082,crude).
5	0.10296832925677782	predict(test01082,money-fx).
6	0.1016278945464988	predict(test01082,grain).
7	0.09214394043554074	predict(test01082,trade).
8	0.03394772885192562	predict(test01082,interest).
# proved 1640	predict(test00079,X1)  #v:[?].	6 msec
1	0.37567685969035935	predict(test00079,ship).
2	0.3440116387412179	predict(test00079,earn).
3	0.28031150156842277	predict(test00079,acq).
# proved 1641	predict(test00669,X1)  #v:[?].	3 msec
1	0.2036652785513188	predict(test00669,earn).
2	0.19972459031040563	predict(test00669,ship).
3	0.13994571131028755	predict(test00669,acq).
4	0.1312926457811468	predict(test00669,trade).
5	0.12064460999459707	predict(test00669,money-fx).
6	0.11871111449945541	predict(test00669,interest).
7	0.06618412110556027	predict(test00669,crude).
8	0.019831928447228635	predict(test00669,grain).
# proved 1642	predict(test00004,X1)  #v:[?].	20 msec
1	0.1290260397214856	predict(test00004,ship).
2	0.1256774863654935	predict(test00004,earn).
3	0.1254481366815847	predict(test00004,acq).
4	0.12484299078783874	predict(test00004,money-fx).
5	0.12433642966069278	predict(test00004,grain).
6	0.12410791604828016	predict(test00004,trade).
7	0.12347765101169585	predict(test00004,interest).
8	0.12308334972292852	predict(test00004,crude).
# proved 1643	predict(test00587,X1)  #v:[?].	3 msec
1	1.0	predict(test00587,earn).
# proved 1644	predict(test01732,X1)  #v:[?].	6 msec
1	0.2786566598353559	predict(test01732,ship).
2	0.23439091025935266	predict(test01732,interest).
3	0.2079825854344256	predict(test01732,acq).
4	0.14183214777959705	predict(test01732,money-fx).
5	0.13713769669126863	predict(test01732,crude).
# proved 1645	predict(test02077,X1)  #v:[?].	4 msec
1	0.15141172881297443	predict(test02077,ship).
2	0.1473305445625112	predict(test02077,acq).
3	0.13123340786549872	predict(test02077,earn).
4	0.1247231807475087	predict(test02077,crude).
5	0.11848960169209569	predict(test02077,money-fx).
6	0.11698896024542363	predict(test02077,trade).
7	0.10711619775955053	predict(test02077,grain).
8	0.10270637831443705	predict(test02077,interest).
# proved 1646	predict(test01084,X1)  #v:[?].	2 msec
1	1.0	predict(test01084,earn).
# proved 1647	predict(test00036,X1)  #v:[?].	1 msec
1	0.8278222035923565	predict(test00036,earn).
2	0.17217779640764355	predict(test00036,ship).
# proved 1648	predict(test01267,X1)  #v:[?].	6 msec
1	0.2075725376649643	predict(test01267,acq).
2	0.20646445332978577	predict(test01267,ship).
3	0.1911624352146019	predict(test01267,earn).
4	0.11356011006839359	predict(test01267,grain).
5	0.09368354173589709	predict(test01267,trade).
6	0.0900033281523979	predict(test01267,crude).
7	0.06959118706272184	predict(test01267,money-fx).
8	0.027962406771237375	predict(test01267,interest).
# proved 1649	predict(test00420,X1)  #v:[?].	2 msec
1	0.5111024733374261	predict(test00420,earn).
2	0.17341651753308043	predict(test00420,trade).
3	0.11562713699574366	predict(test00420,crude).
4	0.11346233336641066	predict(test00420,money-fx).
5	0.0522504008539584	predict(test00420,interest).
6	0.03414113791338071	predict(test00420,grain).
# proved 1650	predict(test01902,X1)  #v:[?].	3 msec
1	0.4931191735307747	predict(test01902,earn).
2	0.18590533977632848	predict(test01902,acq).
3	0.17748535037992966	predict(test01902,trade).
4	0.07529909045043989	predict(test01902,interest).
5	0.06819104586252737	predict(test01902,money-fx).
# proved 1651	predict(test01855,X1)  #v:[?].	4 msec
1	0.2761216716995918	predict(test01855,ship).
2	0.24145686123100923	predict(test01855,earn).
3	0.23068932336644996	predict(test01855,acq).
4	0.15720058275584398	predict(test01855,trade).
5	0.048440625106852805	predict(test01855,crude).
6	0.04609093584025226	predict(test01855,money-fx).
# proved 1652	predict(test01330,X1)  #v:[?].	2 msec
1	1.0	predict(test01330,earn).
# proved 1653	predict(test00738,X1)  #v:[?].	3 msec
1	0.3769054705885161	predict(test00738,acq).
2	0.32041089248662846	predict(test00738,ship).
3	0.3026836369248555	predict(test00738,earn).
# proved 1654	predict(test01139,X1)  #v:[?].	7 msec
1	0.16823567790676067	predict(test01139,ship).
2	0.16791703153863566	predict(test01139,acq).
3	0.14798816310795543	predict(test01139,earn).
4	0.11971858142776184	predict(test01139,crude).
5	0.11627452876252845	predict(test01139,grain).
6	0.11133486409421046	predict(test01139,trade).
7	0.0861698216658405	predict(test01139,interest).
8	0.08236133149630703	predict(test01139,money-fx).
# proved 1655	predict(test00404,X1)  #v:[?].	2 msec
1	0.6914496048103483	predict(test00404,earn).
2	0.3085503951896516	predict(test00404,ship).
# proved 1656	predict(test01277,X1)  #v:[?].	3 msec
1	0.7449061895188196	predict(test01277,earn).
2	0.25509381048118035	predict(test01277,trade).
# proved 1657	predict(test00986,X1)  #v:[?].	4 msec
1	0.4768746249338131	predict(test00986,acq).
2	0.4665009028895829	predict(test00986,ship).
3	0.05662447217660403	predict(test00986,interest).
