# proved 1	predict(train00626,X1)  #v:[?].	352 msec
1	0.9975792935899255	predict(train03707,earn).
2	0.002420706410074606	predict(train03707,interest).
# proved 4982	predict(train04025,X1)  #v:[?].	3 msec
1	0.5261172257517682	predict(train04025,earn).
2	0.4738827742482319	predict(train04025,acq).
# proved 4983	predict(train01708,X1)  #v:[?].	2 msec
1	1.0	predict(train01708,earn).
# proved 4984	predict(train04845,X1)  #v:[?].	3 msec
1	0.4527270276173643	predict(train04845,earn).
2	0.3702125643312311	predict(train04845,acq).
3	0.17706040805140458	predict(train04845,crude).
# proved 4985	predict(train01108,X1)  #v:[?].	5 msec
1	0.5827573451681439	predict(train01108,earn).
2	0.41724265483185613	predict(train01108,ship).
# proved 4986	predict(train03950,X1)  #v:[?].	3 msec
1	0.5991825275432487	predict(train03950,earn).
2	0.4008174724567513	predict(train03950,acq).
# proved 4987	predict(train01254,X1)  #v:[?].	5 msec
1	0.5156493316172988	predict(train01254,earn).
2	0.4843506683827012	predict(train01254,acq).
# proved 4988	predict(train00797,X1)  #v:[?].	5 msec
1	0.5180950359882448	predict(train00797,earn).
2	0.4819049640117552	predict(train00797,acq).
# proved 4989	predict(train04479,X1)  #v:[?].	2 msec
1	1.0	predict(train04479,earn).
# proved 4990	predict(train05291,X1)  #v:[?].	5 msec
1	0.3491831673258807	predict(train05291,earn).
2	0.2581538630540851	predict(train05291,interest).
3	0.23577139030368585	predict(train05291,trade).
4	0.137958664352398	predict(train05291,money-fx).
5	0.01893291496395019	predict(train05291,crude).
# proved 4991	predict(train01966,X1)  #v:[?].	4 msec
1	0.44164542426774467	predict(train01966,earn).
2	0.41311576814586914	predict(train01966,acq).
3	0.14523880758638621	predict(train01966,crude).
# proved 4992	predict(train02889,X1)  #v:[?].	7 msec
1	0.6488733671671426	predict(train02889,earn).
2	0.35112663283285733	predict(train02889,acq).
# proved 4993	predict(train05129,X1)  #v:[?].	3 msec
1	0.7738496693010526	predict(train05129,earn).
2	0.2261503306989475	predict(train05129,acq).
# proved 4994	predict(train04210,X1)  #v:[?].	8 msec
1	0.4913788436713339	predict(train04210,earn).
2	0.425847136923342	predict(train04210,trade).
3	0.04231329658650132	predict(train04210,money-fx).
4	0.040460722818822806	predict(train04210,crude).
# proved 4995	predict(train02430,X1)  #v:[?].	8 msec
1	0.5404739180188726	predict(train02430,earn).
2	0.4595260819811275	predict(train02430,crude).
# proved 4996	predict(train03604,X1)  #v:[?].	4 msec
1	0.6784541398323302	predict(train03604,earn).
2	0.32154586016766973	predict(train03604,acq).
# proved 4997	predict(train05153,X1)  #v:[?].	2 msec
1	0.5238465700291204	predict(train05153,earn).
2	0.43138692132827505	predict(train05153,interest).
3	0.04476650864260461	predict(train05153,crude).
# proved 4998	predict(train00801,X1)  #v:[?].	2 msec
1	1.0	predict(train00801,earn).
# proved 4999	predict(train03918,X1)  #v:[?].	2 msec
1	1.0	predict(train03918,earn).
# proved 5000	predict(train01666,X1)  #v:[?].	16 msec
1	0.7806258062195675	predict(train01666,earn).
2	0.21937419378043257	predict(train01666,crude).
# proved 5001	predict(train03345,X1)  #v:[?].	4 msec
1	0.5219270132801705	predict(train03345,earn).
2	0.4780729867198294	predict(train03345,acq).
# proved 5002	predict(train01121,X1)  #v:[?].	3 msec
1	1.0	predict(train01121,earn).
# proved 5003	predict(train05435,X1)  #v:[?].	4 msec
1	0.52253046006907	predict(train05435,earn).
2	0.4774695399309299	predict(train05435,acq).
# proved 5004	predict(train02121,X1)  #v:[?].	5 msec
1	0.5176866265161201	predict(train02121,earn).
2	0.4823133734838799	predict(train02121,acq).
# proved 5005	predict(train04019,X1)  #v:[?].	2 msec
1	0.5640230744103326	predict(train04019,earn).
2	0.4359769255896673	predict(train04019,money-fx).
# proved 5006	predict(train04948,X1)  #v:[?].	6 msec
1	0.5259397297940082	predict(train04948,earn).
2	0.4740602702059918	predict(train04948,acq).
# proved 5007	predict(train01503,X1)  #v:[?].	4 msec
1	1.0	predict(train01503,earn).
# proved 5008	predict(train04240,X1)  #v:[?].	5 msec
1	0.41561889114369815	predict(train04240,earn).
2	0.36532045667194224	predict(train04240,acq).
3	0.21906065218435958	predict(train04240,crude).
# proved 5009	predict(train05021,X1)  #v:[?].	5 msec
1	0.5110344660790558	predict(train05021,earn).
2	0.4889655339209443	predict(train05021,acq).
# proved 5010	predict(train00327,X1)  #v:[?].	8 msec
1	0.5350386368782419	predict(train00327,earn).
2	0.464961363121758	predict(train00327,crude).
# proved 5011	predict(train04774,X1)  #v:[?].	4 msec
1	1.0	predict(train04774,earn).
# proved 5012	predict(train00977,X1)  #v:[?].	2 msec
1	1.0	predict(train00977,earn).
# proved 5013	predict(train03911,X1)  #v:[?].	1 msec
1	1.0	predict(train03911,earn).
# proved 5014	predict(train04875,X1)  #v:[?].	3 msec
1	0.4788083187933553	predict(train04875,earn).
2	0.3926378343699742	predict(train04875,interest).
3	0.1285538468366706	predict(train04875,acq).
# proved 5015	predict(train01978,X1)  #v:[?].	26 msec
1	0.35783146115539366	predict(train01978,earn).
2	0.3133014004088333	predict(train01978,money-fx).
3	0.19083652582502628	predict(train01978,interest).
4	0.13803061261074676	predict(train01978,trade).
# proved 5016	predict(train01212,X1)  #v:[?].	9 msec
1	0.40716659452665377	predict(train01212,earn).
2	0.3122649780794143	predict(train01212,interest).
3	0.28056842739393206	predict(train01212,money-fx).
# proved 5017	predict(train00216,X1)  #v:[?].	2 msec
1	1.0	predict(train00216,earn).
# proved 5018	predict(train01985,X1)  #v:[?].	4 msec
1	0.5261099138506519	predict(train01985,earn).
2	0.47389008614934813	predict(train01985,acq).
# proved 5019	predict(train03613,X1)  #v:[?].	2 msec
1	1.0	predict(train03613,earn).
# proved 5020	predict(train00954,X1)  #v:[?].	5 msec
1	0.5348753260131589	predict(train00954,earn).
2	0.46512467398684104	predict(train00954,acq).
# proved 5021	predict(train00737,X1)  #v:[?].	7 msec
1	0.5239057012791793	predict(train00737,earn).
2	0.47609429872082076	predict(train00737,acq).
# proved 5022	predict(train03812,X1)  #v:[?].	2 msec
1	1.0	predict(train03812,earn).
# proved 5023	predict(train05037,X1)  #v:[?].	2 msec
1	1.0	predict(train05037,earn).
# proved 5024	predict(train00781,X1)  #v:[?].	3 msec
1	1.0	predict(train00781,earn).
# proved 5025	predict(train02214,X1)  #v:[?].	4 msec
1	0.5297088515046671	predict(train02214,earn).
2	0.470291148495333	predict(train02214,acq).
# proved 5026	predict(train05237,X1)  #v:[?].	4 msec
1	0.5241714270818018	predict(train05237,earn).
2	0.47582857291819813	predict(train05237,acq).
# proved 5027	predict(train00895,X1)  #v:[?].	4 msec
1	1.0	predict(train00895,earn).
# proved 5028	predict(train04626,X1)  #v:[?].	7 msec
1	0.5171802287735779	predict(train04626,earn).
2	0.48281977122642206	predict(train04626,acq).
# proved 5029	predict(train01571,X1)  #v:[?].	5 msec
1	0.5237329229486563	predict(train01571,earn).
2	0.4621959341674127	predict(train01571,ship).
3	0.014071142883930956	predict(train01571,crude).
# proved 5030	predict(train00715,X1)  #v:[?].	11 msec
1	0.5496274364128865	predict(train00715,earn).
2	0.4036761359108866	predict(train00715,acq).
3	0.046696427676226906	predict(train00715,money-fx).
# proved 5031	predict(train04641,X1)  #v:[?].	7 msec
1	0.36674984987815645	predict(train04641,earn).
2	0.3226151572839635	predict(train04641,acq).
3	0.3106349928378799	predict(train04641,crude).
# proved 5032	predict(train03204,X1)  #v:[?].	4 msec
1	0.6719120689954301	predict(train03204,earn).
2	0.3280879310045699	predict(train03204,acq).
# proved 5033	predict(train02376,X1)  #v:[?].	1 msec
1	1.0	predict(train02376,earn).
# proved 5034	predict(train04854,X1)  #v:[?].	3 msec
1	0.5533150594532446	predict(train04854,earn).
2	0.4466849405467555	predict(train04854,money-fx).
# proved 5035	predict(train01478,X1)  #v:[?].	4 msec
1	0.36946177934546076	predict(train01478,earn).
2	0.28817455540122017	predict(train01478,crude).
3	0.2565558100811765	predict(train01478,acq).
4	0.08580785517214262	predict(train01478,trade).
# proved 5036	predict(train00989,X1)  #v:[?].	4 msec
1	1.0	predict(train00989,earn).
# proved 5037	predict(train04475,X1)  #v:[?].	3 msec
1	1.0	predict(train04475,earn).
# proved 5038	predict(train02935,X1)  #v:[?].	3 msec
1	0.5147285873311532	predict(train02935,earn).
2	0.4852714126688468	predict(train02935,acq).
# proved 5039	predict(train00500,X1)  #v:[?].	4 msec
1	1.0	predict(train00500,earn).
# proved 5040	predict(train04763,X1)  #v:[?].	2 msec
1	0.9968395496367164	predict(train04763,interest).
2	0.003160450363283619	predict(train04763,crude).
# proved 5041	predict(train00163,X1)  #v:[?].	2 msec
1	1.0	predict(train00163,earn).
# proved 5042	predict(train00616,X1)  #v:[?].	4 msec
1	0.5164670018565078	predict(train00616,earn).
2	0.4835329981434922	predict(train00616,acq).
# proved 5043	predict(train00218,X1)  #v:[?].	3 msec
1	1.0	predict(train00218,earn).
# proved 5044	predict(train00804,X1)  #v:[?].	2 msec
1	0.7246096145984728	predict(train00804,earn).
2	0.27539038540152716	predict(train00804,acq).
# proved 5045	predict(train00025,X1)  #v:[?].	4 msec
1	0.415739842542869	predict(train00025,earn).
2	0.3803254574675577	predict(train00025,acq).
3	0.20393469998957325	predict(train00025,crude).
# proved 5046	predict(train03773,X1)  #v:[?].	11 msec
1	0.39336202322621605	predict(train03773,earn).
2	0.34440691263848305	predict(train03773,money-fx).
3	0.2622310641353009	predict(train03773,trade).
# proved 5047	predict(train00050,X1)  #v:[?].	8 msec
1	0.3904051887608219	predict(train00050,earn).
2	0.3090122154413639	predict(train00050,grain).
3	0.1928211828610334	predict(train00050,ship).
4	0.10776141293678085	predict(train00050,crude).
# proved 5048	predict(train02949,X1)  #v:[?].	2 msec
1	1.0	predict(train02949,earn).
# proved 5049	predict(train03910,X1)  #v:[?].	3 msec
1	0.4587227585336883	predict(train03910,earn).
2	0.41905931166997057	predict(train03910,acq).
3	0.12221792979634111	predict(train03910,crude).
# proved 5050	predict(train00711,X1)  #v:[?].	13 msec
1	0.5284925697936165	predict(train00711,earn).
2	0.47150743020638347	predict(train00711,crude).
# proved 5051	predict(train04895,X1)  #v:[?].	5 msec
1	0.5196016045334375	predict(train04895,earn).
2	0.4803983954665625	predict(train04895,acq).
# proved 5052	predict(train05158,X1)  #v:[?].	2 msec
1	1.0	predict(train05158,earn).
# proved 5053	predict(train01766,X1)  #v:[?].	4 msec
1	1.0	predict(train01766,earn).
# proved 5054	predict(train01372,X1)  #v:[?].	12 msec
1	0.528165898099824	predict(train01372,earn).
2	0.47183410190017605	predict(train01372,crude).
# proved 5055	predict(train03708,X1)  #v:[?].	2 msec
1	1.0	predict(train03708,earn).
# proved 5056	predict(train05340,X1)  #v:[?].	5 msec
1	0.4234376373853931	predict(train05340,earn).
2	0.36084449361829396	predict(train05340,interest).
3	0.215717868996313	predict(train05340,money-fx).
# proved 5057	predict(train02686,X1)  #v:[?].	2 msec
1	1.0	predict(train02686,earn).
# proved 5058	predict(train00495,X1)  #v:[?].	4 msec
1	0.802852857432334	predict(train00495,earn).
2	0.197147142567666	predict(train00495,acq).
# proved 5059	predict(train01803,X1)  #v:[?].	4 msec
1	0.6241768621021929	predict(train01803,earn).
2	0.36554681170821485	predict(train01803,acq).
3	0.010276326189592105	predict(train01803,grain).
# proved 5060	predict(train00383,X1)  #v:[?].	3 msec
1	1.0	predict(train00383,earn).
# proved 5061	predict(train02740,X1)  #v:[?].	3 msec
1	1.0	predict(train02740,earn).
# proved 5062	predict(train01584,X1)  #v:[?].	2 msec
1	1.0	predict(train01584,earn).
# proved 5063	predict(train03233,X1)  #v:[?].	12 msec
1	0.521645402129844	predict(train03233,earn).
2	0.47835459787015594	predict(train03233,acq).
# proved 5064	predict(train04619,X1)  #v:[?].	6 msec
1	0.5542090776901589	predict(train04619,earn).
2	0.445790922309841	predict(train04619,trade).
# proved 5065	predict(train04149,X1)  #v:[?].	3 msec
1	0.7393196500304369	predict(train04149,earn).
2	0.23926771772312702	predict(train04149,acq).
3	0.02141263224643624	predict(train04149,crude).
# proved 5066	predict(train05097,X1)  #v:[?].	1 msec
1	0.9974505234670417	predict(train05097,earn).
2	0.0025494765329584067	predict(train05097,trade).
# proved 5067	predict(train02561,X1)  #v:[?].	16 msec
1	0.5123552354976191	predict(train02561,earn).
2	0.4876447645023808	predict(train02561,acq).
# proved 5068	predict(train03307,X1)  #v:[?].	7 msec
1	0.5377310142766856	predict(train03307,earn).
2	0.4411924450923586	predict(train03307,trade).
3	0.021076540630955747	predict(train03307,ship).
# proved 5069	predict(train02427,X1)  #v:[?].	5 msec
1	0.3976176062560137	predict(train02427,earn).
2	0.30265539712752826	predict(train02427,acq).
3	0.29972699661645796	predict(train02427,crude).
# proved 5070	predict(train04527,X1)  #v:[?].	2 msec
1	1.0	predict(train04527,earn).
# proved 5071	predict(train04064,X1)  #v:[?].	3 msec
1	0.6487806694286999	predict(train04064,earn).
2	0.35121933057130006	predict(train04064,acq).
# proved 5072	predict(train01103,X1)  #v:[?].	4 msec
1	0.44679323087293266	predict(train01103,earn).
2	0.3057311136092851	predict(train01103,crude).
3	0.2474756555177822	predict(train01103,acq).
# proved 5073	predict(train00660,X1)  #v:[?].	7 msec
1	0.5170174269343554	predict(train00660,earn).
2	0.48298257306564474	predict(train00660,acq).
# proved 5074	predict(train02133,X1)  #v:[?].	3 msec
1	1.0	predict(train02133,earn).
# proved 5075	predict(train02183,X1)  #v:[?].	2 msec
1	1.0	predict(train02183,earn).
# proved 5076	predict(train05266,X1)  #v:[?].	4 msec
1	0.5270912542039853	predict(train05266,earn).
2	0.47290874579601466	predict(train05266,acq).
# proved 5077	predict(train02401,X1)  #v:[?].	4 msec
1	0.5212783633266789	predict(train02401,earn).
2	0.47872163667332107	predict(train02401,acq).
# proved 5078	predict(train04361,X1)  #v:[?].	3 msec
1	0.5276922600795744	predict(train04361,earn).
2	0.44871994939950494	predict(train04361,acq).
3	0.02358779052092063	predict(train04361,money-fx).
# proved 5079	predict(train03378,X1)  #v:[?].	4 msec
1	0.5041272530788822	predict(train03378,earn).
2	0.4958727469211178	predict(train03378,acq).
# proved 5080	predict(train04539,X1)  #v:[?].	6 msec
1	1.0	predict(train04539,earn).
# proved 5081	predict(train01702,X1)  #v:[?].	6 msec
1	0.5732931571189055	predict(train01702,earn).
2	0.42670684288109456	predict(train01702,acq).
# proved 5082	predict(train02414,X1)  #v:[?].	16 msec
1	0.5237959162899835	predict(train02414,earn).
2	0.4762040837100165	predict(train02414,acq).
# proved 5083	predict(train04958,X1)  #v:[?].	4 msec
1	0.5308841399279686	predict(train04958,earn).
2	0.4467365650754856	predict(train04958,acq).
3	0.02237929499654575	predict(train04958,interest).
# proved 5084	predict(train04276,X1)  #v:[?].	3 msec
1	0.5293512931106066	predict(train04276,earn).
2	0.47064870688939336	predict(train04276,acq).
# proved 5085	predict(train02032,X1)  #v:[?].	4 msec
1	1.0	predict(train02032,earn).
# proved 5086	predict(train01751,X1)  #v:[?].	2 msec
1	1.0	predict(train01751,earn).
# proved 5087	predict(train01538,X1)  #v:[?].	3 msec
1	1.0	predict(train01538,earn).
# proved 5088	predict(train02221,X1)  #v:[?].	4 msec
1	0.5841341076963834	predict(train02221,earn).
2	0.3708344062544982	predict(train02221,acq).
3	0.045031486049118434	predict(train02221,crude).
# proved 5089	predict(train03181,X1)  #v:[?].	3 msec
1	1.0	predict(train03181,earn).
# proved 5090	predict(train04919,X1)  #v:[?].	2 msec
1	1.0	predict(train04919,acq).
# proved 5091	predict(train03482,X1)  #v:[?].	2 msec
1	1.0	predict(train03482,earn).
# proved 5092	predict(train00659,X1)  #v:[?].	2 msec
1	1.0	predict(train00659,earn).
# proved 5093	predict(train02386,X1)  #v:[?].	3 msec
1	0.46975406026423816	predict(train02386,earn).
2	0.40983984015630237	predict(train02386,acq).
3	0.1204060995794594	predict(train02386,crude).
# proved 5094	predict(train00206,X1)  #v:[?].	3 msec
1	0.918343521265909	predict(train00206,earn).
2	0.08165647873409096	predict(train00206,acq).
# proved 5095	predict(train03358,X1)  #v:[?].	2 msec
1	1.0	predict(train03358,earn).
# proved 5096	predict(train02983,X1)  #v:[?].	2 msec
1	0.506614893669149	predict(train02983,acq).
2	0.49338510633085103	predict(train02983,earn).
# proved 5097	predict(train01983,X1)  #v:[?].	2 msec
1	1.0	predict(train01983,earn).
# proved 5098	predict(train01858,X1)  #v:[?].	3 msec
1	1.0	predict(train01858,earn).
# proved 5099	predict(train03065,X1)  #v:[?].	4 msec
1	0.40529777631653213	predict(train03065,earn).
2	0.30132762709738486	predict(train03065,acq).
3	0.2933745965860831	predict(train03065,money-fx).
# proved 5100	predict(train01481,X1)  #v:[?].	2 msec
1	0.797245330588017	predict(train01481,earn).
2	0.1922571193845751	predict(train01481,crude).
3	0.010497550027407846	predict(train01481,interest).
# proved 5101	predict(train00888,X1)  #v:[?].	4 msec
1	1.0	predict(train00888,earn).
# proved 5102	predict(train03627,X1)  #v:[?].	2 msec
1	1.0	predict(train03627,earn).
# proved 5103	predict(train00853,X1)  #v:[?].	3 msec
1	1.0	predict(train00853,earn).
# proved 5104	predict(train03402,X1)  #v:[?].	7 msec
1	0.5722692522890731	predict(train03402,earn).
2	0.42773074771092684	predict(train03402,acq).
# proved 5105	predict(train00725,X1)  #v:[?].	3 msec
1	1.0	predict(train00725,earn).
# proved 5106	predict(train00387,X1)  #v:[?].	2 msec
1	1.0	predict(train00387,earn).
# proved 5107	predict(train01743,X1)  #v:[?].	3 msec
1	1.0	predict(train01743,earn).
# proved 5108	predict(train04746,X1)  #v:[?].	2 msec
1	1.0	predict(train04746,earn).
# proved 5109	predict(train03542,X1)  #v:[?].	16 msec
1	0.5215368850775248	predict(train03542,earn).
2	0.47846311492247523	predict(train03542,acq).
# proved 5110	predict(train01711,X1)  #v:[?].	7 msec
1	0.38975243463308695	predict(train01711,earn).
2	0.32405347532072304	predict(train01711,crude).
3	0.28619409004619	predict(train01711,acq).
# proved 5111	predict(train05088,X1)  #v:[?].	3 msec
1	1.0	predict(train05088,earn).
# proved 5112	predict(train03941,X1)  #v:[?].	3 msec
1	1.0	predict(train03941,earn).
# proved 5113	predict(train01909,X1)  #v:[?].	5 msec
1	0.38024750647518346	predict(train01909,earn).
2	0.34666849661540594	predict(train01909,acq).
3	0.27308399690941065	predict(train01909,crude).
# proved 5114	predict(train03400,X1)  #v:[?].	2 msec
1	0.35109125319245477	predict(train03400,money-fx).
2	0.3120707771838217	predict(train03400,interest).
3	0.17725144865879833	predict(train03400,earn).
4	0.12476231957247065	predict(train03400,acq).
5	0.034824201392454436	predict(train03400,trade).
# proved 5115	predict(train00257,X1)  #v:[?].	4 msec
1	0.5195419262160597	predict(train00257,earn).
2	0.4804580737839403	predict(train00257,acq).
# proved 5116	predict(train04689,X1)  #v:[?].	1 msec
1	1.0	predict(train04689,trade).
# proved 5117	predict(train03682,X1)  #v:[?].	3 msec
1	0.5033624600272444	predict(train03682,earn).
2	0.49663753997275567	predict(train03682,acq).
# proved 5118	predict(train02769,X1)  #v:[?].	2 msec
1	1.0	predict(train02769,earn).
# proved 5119	predict(train03480,X1)  #v:[?].	3 msec
1	0.5411483089723084	predict(train03480,earn).
2	0.45279095278330195	predict(train03480,acq).
3	0.00606073824438969	predict(train03480,interest).
# proved 5120	predict(train00742,X1)  #v:[?].	1 msec
1	0.5451782862790924	predict(train00742,earn).
2	0.43579177647470574	predict(train00742,acq).
3	0.01902993724620205	predict(train00742,ship).
# proved 5121	predict(train03980,X1)  #v:[?].	8 msec
1	0.4184877318451435	predict(train03980,earn).
2	0.35405578564795337	predict(train03980,crude).
3	0.22745648250690317	predict(train03980,trade).
# proved 5122	predict(train03371,X1)  #v:[?].	5 msec
1	1.0	predict(train03371,earn).
# proved 5123	predict(train02234,X1)  #v:[?].	4 msec
1	0.5278030603567916	predict(train02234,earn).
2	0.47219693964320847	predict(train02234,acq).
# proved 5124	predict(train01787,X1)  #v:[?].	5 msec
1	0.49156936449181454	predict(train01787,earn).
2	0.3685907534389699	predict(train01787,crude).
3	0.12720878598174581	predict(train01787,trade).
4	0.012631096087469902	predict(train01787,ship).
# proved 5125	predict(train01617,X1)  #v:[?].	2 msec
1	1.0	predict(train01617,earn).
# proved 5126	predict(train00056,X1)  #v:[?].	14 msec
1	0.5376536077527172	predict(train00056,earn).
2	0.46234639224728286	predict(train00056,crude).
# proved 5127	predict(train02545,X1)  #v:[?].	2 msec
1	1.0	predict(train02545,earn).
# proved 5128	predict(train05050,X1)  #v:[?].	3 msec
1	1.0	predict(train05050,earn).
# proved 5129	predict(train01030,X1)  #v:[?].	9 msec
1	0.5165476129757833	predict(train01030,earn).
2	0.48345238702421667	predict(train01030,acq).
# proved 5130	predict(train01833,X1)  #v:[?].	1 msec
1	0.7515824741958337	predict(train01833,crude).
2	0.24841752580416632	predict(train01833,earn).
# proved 5131	predict(train04769,X1)  #v:[?].	2 msec
1	0.9204316278102089	predict(train04769,earn).
2	0.07956837218979111	predict(train04769,money-fx).
# proved 5132	predict(train00723,X1)  #v:[?].	6 msec
1	0.5121435132285096	predict(train00723,earn).
2	0.4878564867714905	predict(train00723,acq).
# proved 5133	predict(train03237,X1)  #v:[?].	9 msec
1	0.37827011033108143	predict(train03237,earn).
2	0.3109580427190399	predict(train03237,trade).
3	0.3107718469498787	predict(train03237,money-fx).
# proved 5134	predict(train02024,X1)  #v:[?].	7 msec
1	0.4016646098564758	predict(train02024,earn).
2	0.3181994627857014	predict(train02024,trade).
3	0.2801359273578228	predict(train02024,money-fx).
# proved 5135	predict(train03974,X1)  #v:[?].	3 msec
1	1.0	predict(train03974,earn).
# proved 5136	predict(train04372,X1)  #v:[?].	3 msec
1	0.5643629676456651	predict(train04372,earn).
2	0.435637032354335	predict(train04372,money-fx).
# proved 5137	predict(train00416,X1)  #v:[?].	4 msec
1	1.0	predict(train00416,earn).
# proved 5138	predict(train05226,X1)  #v:[?].	4 msec
1	1.0	predict(train05226,earn).
# proved 5139	predict(train01867,X1)  #v:[?].	3 msec
1	1.0	predict(train01867,earn).
# proved 5140	predict(train00920,X1)  #v:[?].	4 msec
1	0.5210115296953601	predict(train00920,earn).
2	0.4789884703046398	predict(train00920,acq).
# proved 5141	predict(train00972,X1)  #v:[?].	3 msec
1	1.0	predict(train00972,earn).
# proved 5142	predict(train01389,X1)  #v:[?].	2 msec
1	1.0	predict(train01389,earn).
# proved 5143	predict(train02540,X1)  #v:[?].	7 msec
1	0.5340403485289885	predict(train02540,earn).
2	0.4659596514710114	predict(train02540,crude).
# proved 5144	predict(train01248,X1)  #v:[?].	4 msec
1	0.5160316235218632	predict(train01248,earn).
2	0.4839683764781369	predict(train01248,acq).
# proved 5145	predict(train00885,X1)  #v:[?].	4 msec
1	1.0	predict(train00885,earn).
# proved 5146	predict(train04955,X1)  #v:[?].	2 msec
1	1.0	predict(train04955,earn).
# proved 5147	predict(train04351,X1)  #v:[?].	2 msec
1	1.0	predict(train04351,earn).
# proved 5148	predict(train03523,X1)  #v:[?].	2 msec
1	1.0	predict(train03523,earn).
# proved 5149	predict(train00002,X1)  #v:[?].	8 msec
1	0.5229009641735483	predict(train00002,earn).
2	0.4770990358264518	predict(train00002,acq).
# proved 5150	predict(train00439,X1)  #v:[?].	2 msec
1	1.0	predict(train00439,earn).
# proved 5151	predict(train04693,X1)  #v:[?].	2 msec
1	1.0	predict(train04693,earn).
# proved 5152	predict(train04717,X1)  #v:[?].	2 msec
1	1.0	predict(train04717,trade).
# proved 5153	predict(train04203,X1)  #v:[?].	2 msec
1	1.0	predict(train04203,earn).
# proved 5154	predict(train04096,X1)  #v:[?].	23 msec
1	0.39190804599248263	predict(train04096,earn).
2	0.31339973852932307	predict(train04096,money-fx).
3	0.2946922154781943	predict(train04096,interest).
# proved 5155	predict(train02270,X1)  #v:[?].	8 msec
1	0.7212653578210857	predict(train02270,earn).
2	0.2787346421789143	predict(train02270,acq).
# proved 5156	predict(train00166,X1)  #v:[?].	3 msec
1	1.0	predict(train00166,earn).
# proved 5157	predict(train01626,X1)  #v:[?].	14 msec
1	0.449597656900911	predict(train01626,earn).
2	0.40085164744474094	predict(train01626,crude).
3	0.14955069565434803	predict(train01626,acq).
# proved 5158	predict(train00483,X1)  #v:[?].	4 msec
1	1.0	predict(train00483,earn).
# proved 5159	predict(train04079,X1)  #v:[?].	10 msec
1	1.0	predict(train04079,earn).
# proved 5160	predict(train03889,X1)  #v:[?].	2 msec
1	0.7141983309675894	predict(train03889,earn).
2	0.28580166903241055	predict(train03889,acq).
# proved 5161	predict(train00510,X1)  #v:[?].	5 msec
1	0.49387634218958604	predict(train00510,earn).
2	0.3733726594424438	predict(train00510,grain).
3	0.13275099836797025	predict(train00510,trade).
# proved 5162	predict(train01682,X1)  #v:[?].	4 msec
1	1.0	predict(train01682,earn).
# proved 5163	predict(train03942,X1)  #v:[?].	2 msec
1	1.0	predict(train03942,earn).
# proved 5164	predict(train05270,X1)  #v:[?].	4 msec
1	0.5071340074916407	predict(train05270,earn).
2	0.49286599250835933	predict(train05270,acq).
# proved 5165	predict(train02944,X1)  #v:[?].	3 msec
1	1.0	predict(train02944,earn).
# proved 5166	predict(train05239,X1)  #v:[?].	7 msec
1	0.5412993457884333	predict(train05239,earn).
2	0.43463918951058084	predict(train05239,interest).
3	0.024061464700985906	predict(train05239,grain).
# proved 5167	predict(train04293,X1)  #v:[?].	2 msec
1	0.5776385956631254	predict(train04293,earn).
2	0.4223614043368746	predict(train04293,acq).
# proved 5168	predict(train01655,X1)  #v:[?].	3 msec
1	1.0	predict(train01655,earn).
# proved 5169	predict(train00468,X1)  #v:[?].	18 msec
1	0.5287696337171519	predict(train00468,earn).
2	0.47123036628284803	predict(train00468,crude).
# proved 5170	predict(train03056,X1)  #v:[?].	6 msec
1	0.54378967285283	predict(train03056,earn).
2	0.4562103271471699	predict(train03056,crude).
# proved 5171	predict(train04538,X1)  #v:[?].	3 msec
1	1.0	predict(train04538,earn).
# proved 5172	predict(train00818,X1)  #v:[?].	2 msec
1	1.0	predict(train00818,earn).
# proved 5173	predict(train00092,X1)  #v:[?].	7 msec
1	0.5052629558255457	predict(train00092,earn).
2	0.39313479177642785	predict(train00092,crude).
3	0.10160225239802648	predict(train00092,money-fx).
# proved 5174	predict(train02262,X1)  #v:[?].	4 msec
1	0.518070942124693	predict(train02262,earn).
2	0.48192905787530704	predict(train02262,acq).
# proved 5175	predict(train00675,X1)  #v:[?].	2 msec
1	1.0	predict(train00675,earn).
# proved 5176	predict(train01621,X1)  #v:[?].	2 msec
1	0.4607461506702557	predict(train01621,earn).
2	0.3939447978065474	predict(train01621,acq).
3	0.14530905152319679	predict(train01621,crude).
# proved 5177	predict(train00811,X1)  #v:[?].	14 msec
1	0.5179339995526154	predict(train00811,earn).
2	0.48206600044738457	predict(train00811,acq).
# proved 5178	predict(train01043,X1)  #v:[?].	13 msec
1	0.5707575284628154	predict(train01043,earn).
2	0.41954794106859394	predict(train01043,acq).
3	0.009694530468590661	predict(train01043,crude).
# proved 5179	predict(train03221,X1)  #v:[?].	6 msec
1	1.0	predict(train03221,earn).
# proved 5180	predict(train00650,X1)  #v:[?].	2 msec
1	1.0	predict(train00650,earn).
# proved 5181	predict(train00350,X1)  #v:[?].	3 msec
1	1.0	predict(train00350,earn).
# proved 5182	predict(train00316,X1)  #v:[?].	9 msec
1	0.38345116224186265	predict(train00316,earn).
2	0.3179536788669784	predict(train00316,crude).
3	0.15315811367571514	predict(train00316,trade).
4	0.1454370452154437	predict(train00316,acq).
# proved 5183	predict(train04765,X1)  #v:[?].	8 msec
1	0.5258755556322783	predict(train04765,earn).
2	0.47412444436772183	predict(train04765,acq).
